kepid,koi_disposition,koi_score,rowid
9777251,FALSE POSITIVE,0,2181
6864893,FALSE POSITIVE,0,2182
11701407,CONFIRMED,0.942,2183
5906426,CANDIDATE,0.893,2184
11288051,CONFIRMED,1,2185
10813132,CONFIRMED,0.836,2186
5857540,CONFIRMED,1,2187
12208631,CANDIDATE,1,2188
7289317,CONFIRMED,0.968,2189
6500206,FALSE POSITIVE,0,2190
5545815,FALSE POSITIVE,0.01,2191
3116302,FALSE POSITIVE,,2192
7879433,CONFIRMED,0.982,2193
9205907,CONFIRMED,0.997,2194
8463346,CONFIRMED,0.982,2195
5364071,CONFIRMED,0.999,2196
10489206,CONFIRMED,0.997,2197
7531677,FALSE POSITIVE,0.424,2198
10068659,CONFIRMED,0.993,2199
2443393,CANDIDATE,0.884,2200
9019191,CANDIDATE,0.742,2201
9718379,FALSE POSITIVE,0,2202
3002478,CANDIDATE,0.999,2203
4055774,FALSE POSITIVE,0,2204
6670075,FALSE POSITIVE,0,2205
9395024,CONFIRMED,0.998,2206
8631751,CANDIDATE,1,2207
11401822,FALSE POSITIVE,0,2208
6507427,FALSE POSITIVE,0,2209
5521300,FALSE POSITIVE,0,2210
8478994,CONFIRMED,,2211
9753154,CONFIRMED,0.999,2212
9011825,CONFIRMED,0.996,2213
4172746,CANDIDATE,0.996,2214
5174858,CONFIRMED,0.998,2215
11074835,CONFIRMED,0.95,2216
1996180,CONFIRMED,0.999,2217
10407221,FALSE POSITIVE,0,2218
5991936,FALSE POSITIVE,,2219
5095635,CANDIDATE,1,2220
6269070,CONFIRMED,0.985,2221
6705137,FALSE POSITIVE,0,2222
12254688,CANDIDATE,0.015,2223
8345172,FALSE POSITIVE,0,2224
4172013,CANDIDATE,1,2225
12254378,CONFIRMED,0.999,2226
4247791,FALSE POSITIVE,0,2227
7604328,CONFIRMED,0.998,2228
11236244,CONFIRMED,0.956,2229
9837685,CONFIRMED,1,2230
5042210,CONFIRMED,0.996,2231
12454461,CONFIRMED,0.743,2232
1996180,CANDIDATE,0.922,2233
9635606,CONFIRMED,0.999,2234
3728701,CONFIRMED,0.883,2235
10861715,FALSE POSITIVE,,2236
1849702,CONFIRMED,1,2237
9390653,CONFIRMED,1,2238
2305866,CANDIDATE,0.966,2239
11187837,CONFIRMED,1,2240
8885673,FALSE POSITIVE,0.001,2241
9712350,CANDIDATE,0.989,2242
8025596,CONFIRMED,0.997,2243
5956787,FALSE POSITIVE,0,2244
3642741,FALSE POSITIVE,1,2245
12071037,FALSE POSITIVE,0,2246
8494617,CONFIRMED,0.993,2247
10289119,CONFIRMED,0.99,2248
7382313,CONFIRMED,0.975,2249
9887224,FALSE POSITIVE,0,2250
7542369,FALSE POSITIVE,0,2251
8544992,CONFIRMED,0.997,2252
8544992,CONFIRMED,0.94,2253
11295426,CONFIRMED,1,2254
7289162,FALSE POSITIVE,0,2255
3001885,FALSE POSITIVE,0,2256
12306058,CONFIRMED,0.868,2257
6183511,CONFIRMED,0.958,2258
12469800,CONFIRMED,1,2259
4915638,CONFIRMED,1,2260
6351097,FALSE POSITIVE,0,2261
8081905,CONFIRMED,1,2262
11465950,CONFIRMED,1,2263
9996632,FALSE POSITIVE,0.274,2264
4665571,CONFIRMED,1,2265
4829935,FALSE POSITIVE,0,2266
9269042,CONFIRMED,0.997,2267
6199056,FALSE POSITIVE,0.997,2268
11461433,CONFIRMED,0.997,2269
11818607,CONFIRMED,1,2270
8380709,CONFIRMED,0.997,2271
6149910,CONFIRMED,1,2272
9108085,FALSE POSITIVE,0,2273
5436013,CONFIRMED,1,2274
8676148,CONFIRMED,1,2275
9696358,CONFIRMED,0.739,2276
5039129,FALSE POSITIVE,0,2277
4484336,CONFIRMED,0.922,2278
9580167,CANDIDATE,1,2279
9757613,CONFIRMED,1,2280
10527135,FALSE POSITIVE,0,2281
11752906,CANDIDATE,1,2282
10916600,CONFIRMED,0.994,2283
8429314,CONFIRMED,0.997,2284
9153570,CONFIRMED,0.95,2285
11768142,CONFIRMED,0.999,2286
7984574,CANDIDATE,1,2287
9592579,FALSE POSITIVE,0,2288
10336951,CANDIDATE,0.996,2289
8481129,CONFIRMED,0.992,2290
2142522,CONFIRMED,0.757,2291
9395719,CONFIRMED,1,2292
8753896,CONFIRMED,1,2293
8240617,CANDIDATE,,2294
8746295,FALSE POSITIVE,0,2295
10090257,FALSE POSITIVE,0,2296
11295426,CONFIRMED,1,2297
10679583,FALSE POSITIVE,0.015,2298
11622985,CANDIDATE,1,2299
11361283,CANDIDATE,0.997,2300
8757824,CONFIRMED,0.998,2301
9832208,CONFIRMED,0.717,2302
6124512,CONFIRMED,0.996,2303
10070468,CONFIRMED,0.998,2304
10031656,FALSE POSITIVE,0,2305
7584650,CONFIRMED,0.91,2306
11337566,CONFIRMED,1,2307
6364215,CANDIDATE,0.972,2308
10202759,FALSE POSITIVE,0,2309
5007345,CONFIRMED,1,2310
12120484,CONFIRMED,0.993,2311
6429812,CONFIRMED,0.998,2312
6846911,CONFIRMED,0.998,2313
5385439,FALSE POSITIVE,0,2314
5963582,CONFIRMED,0.947,2315
4476423,FALSE POSITIVE,,2316
11403389,CONFIRMED,1,2317
9851662,CONFIRMED,0.995,2318
6467363,CANDIDATE,0.995,2319
6467363,CANDIDATE,1,2320
8758204,CONFIRMED,0.996,2321
8733898,CONFIRMED,1,2322
8733898,CONFIRMED,0.992,2323
3228945,FALSE POSITIVE,0,2324
7008149,FALSE POSITIVE,0.001,2325
10332213,CONFIRMED,1,2326
7090524,CONFIRMED,0.98,2327
11133306,CONFIRMED,0.999,2328
6307063,FALSE POSITIVE,0,2329
5871985,CONFIRMED,1,2330
8292840,CONFIRMED,1,2331
9730163,CONFIRMED,1,2332
9730163,CONFIRMED,0.939,2333
11453592,CONFIRMED,1,2334
3834322,FALSE POSITIVE,0,2335
10073672,CANDIDATE,0.93,2336
11188249,FALSE POSITIVE,0.001,2337
4677282,FALSE POSITIVE,0,2338
5097470,FALSE POSITIVE,0,2339
4858610,FALSE POSITIVE,0,2340
10591855,CONFIRMED,1,2341
4832175,FALSE POSITIVE,0,2342
7749773,CONFIRMED,1,2343
9451706,CONFIRMED,1,2344
10064256,CONFIRMED,1,2345
6842807,CANDIDATE,0.937,2346
4381282,FALSE POSITIVE,0,2347
9815053,CANDIDATE,0.994,2348
7609553,CONFIRMED,0.999,2349
10122538,CONFIRMED,1,2350
10122538,CONFIRMED,0.976,2351
9697131,CANDIDATE,1,2352
5480640,CONFIRMED,0.998,2353
5480640,CONFIRMED,0.998,2354
5480640,CONFIRMED,0.997,2355
5175986,CONFIRMED,0,2356
9008737,CONFIRMED,,2357
9008737,CONFIRMED,,2358
9692128,FALSE POSITIVE,0,2359
10917043,CANDIDATE,1,2360
6521045,CONFIRMED,1,2361
8167959,FALSE POSITIVE,,2362
4075015,FALSE POSITIVE,0,2363
6697605,CANDIDATE,0.709,2364
6697605,CANDIDATE,1,2365
6294819,CONFIRMED,0.998,2366
12602314,CANDIDATE,0.992,2367
5787131,CANDIDATE,0.988,2368
3230753,FALSE POSITIVE,0,2369
8358012,FALSE POSITIVE,0,2370
4664046,FALSE POSITIVE,0,2371
11401755,CONFIRMED,1,2372
4180401,FALSE POSITIVE,0,2373
6350476,FALSE POSITIVE,0,2374
8292840,CONFIRMED,1,2375
5272233,CONFIRMED,1,2376
5272233,CONFIRMED,0.992,2377
11456382,FALSE POSITIVE,0,2378
3130548,FALSE POSITIVE,0,2379
9593757,FALSE POSITIVE,0,2380
6346809,CANDIDATE,1,2381
4275117,FALSE POSITIVE,0,2382
6545051,FALSE POSITIVE,0,2383
5513866,FALSE POSITIVE,0,2384
4547603,CANDIDATE,0.963,2385
5688910,CONFIRMED,0.918,2386
6345732,CONFIRMED,1,2387
5716763,CANDIDATE,0,2388
6345732,CONFIRMED,0.931,2389
8611257,CONFIRMED,0.999,2390
3861611,FALSE POSITIVE,0,2391
12416987,CANDIDATE,0,2392
8259713,CANDIDATE,0.999,2393
10880507,CONFIRMED,0.73,2394
11098013,CANDIDATE,1,2395
5443604,FALSE POSITIVE,0,2396
12206313,CONFIRMED,0.982,2397
12206313,CONFIRMED,0.998,2398
9837661,CONFIRMED,1,2399
7769819,CONFIRMED,1,2400
11874577,CONFIRMED,0.998,2401
12164564,CONFIRMED,0.996,2402
8190354,FALSE POSITIVE,0,2403
3425851,CANDIDATE,1,2404
10397751,CONFIRMED,1,2405
10397751,CONFIRMED,0.829,2406
10397751,CANDIDATE,1,2407
7815931,FALSE POSITIVE,0,2408
6679295,CANDIDATE,0.993,2409
9642292,CONFIRMED,0.997,2410
6356692,CONFIRMED,1,2411
6026737,CANDIDATE,0.934,2412
4991208,CONFIRMED,0.998,2413
8243283,FALSE POSITIVE,0,2414
9837661,CONFIRMED,1,2415
9837661,CONFIRMED,1,2416
9092504,CONFIRMED,1,2417
5383248,CONFIRMED,1,2418
9092504,CONFIRMED,0.956,2419
10001368,CONFIRMED,1,2420
9466429,CONFIRMED,0.996,2421
4365442,FALSE POSITIVE,0,2422
8885643,CONFIRMED,1,2423
5652893,CONFIRMED,1,2424
3241557,FALSE POSITIVE,0,2425
3957082,FALSE POSITIVE,0.001,2426
8681833,CONFIRMED,0.982,2427
4138951,CONFIRMED,0.99,2428
3102384,CONFIRMED,1,2429
10471515,CONFIRMED,0.992,2430
4935172,CANDIDATE,0.785,2431
8760040,CONFIRMED,0.999,2432
8760040,CANDIDATE,0.913,2433
10098844,CONFIRMED,0.985,2434
9467404,CONFIRMED,1,2435
5308666,FALSE POSITIVE,0,2436
5184911,CONFIRMED,1,2437
8176564,CANDIDATE,1,2438
6587105,CONFIRMED,1,2439
11662184,CONFIRMED,0.995,2440
11127479,CONFIRMED,1,2441
5428668,FALSE POSITIVE,0,2442
5041569,FALSE POSITIVE,0.024,2443
10604521,CANDIDATE,1,2444
9899181,FALSE POSITIVE,0,2445
9899181,FALSE POSITIVE,0,2446
8884274,CONFIRMED,1,2447
7767162,CONFIRMED,1,2448
4861791,FALSE POSITIVE,0,2449
4385148,CANDIDATE,0.954,2450
4385148,CONFIRMED,0.973,2451
9838468,CONFIRMED,0.948,2452
6781548,FALSE POSITIVE,0,2453
8617363,CONFIRMED,0.988,2454
11401755,CONFIRMED,0.063,2455
7673192,CONFIRMED,0.98,2456
7673192,CONFIRMED,1,2457
7673192,CONFIRMED,0.997,2458
7673192,CONFIRMED,0.999,2459
11807274,CONFIRMED,1,2460
7670943,CONFIRMED,1,2461
6697756,CONFIRMED,0.992,2462
5649833,FALSE POSITIVE,0,2463
10518399,FALSE POSITIVE,0,2464
5905822,CONFIRMED,1,2465
10793172,CONFIRMED,0.989,2466
10793172,CONFIRMED,0.995,2467
7136729,FALSE POSITIVE,0,2468
6364276,FALSE POSITIVE,0,2469
4367854,CANDIDATE,0.276,2470
5108946,FALSE POSITIVE,0,2471
8801316,CONFIRMED,1,2472
10597693,CANDIDATE,1,2473
7466270,CANDIDATE,0.782,2474
10876237,FALSE POSITIVE,0,2475
12314973,CONFIRMED,1,2476
3346154,CONFIRMED,1,2477
5308387,FALSE POSITIVE,0,2478
6233573,FALSE POSITIVE,0,2479
10363281,FALSE POSITIVE,0,2480
4861527,FALSE POSITIVE,0,2481
5775129,CONFIRMED,0.988,2482
9898447,CONFIRMED,1,2483
5307568,FALSE POSITIVE,0.001,2484
11135308,CONFIRMED,0.999,2485
2985587,CANDIDATE,1,2486
6521045,CONFIRMED,1,2487
8077137,CONFIRMED,1,2488
7019524,CONFIRMED,0.981,2489
5106313,CONFIRMED,0.991,2490
9825174,CONFIRMED,0.993,2491
5642620,CANDIDATE,0,2492
8429415,FALSE POSITIVE,0,2493
5014903,FALSE POSITIVE,0,2494
5980783,CONFIRMED,0.983,2495
8873090,CANDIDATE,0.999,2496
8560804,FALSE POSITIVE,0,2497
12008872,CONFIRMED,1,2498
8415200,CONFIRMED,0.989,2499
4072333,FALSE POSITIVE,0,2500
9886361,CONFIRMED,1,2501
9886361,CONFIRMED,0.986,2502
3730335,FALSE POSITIVE,0,2503
6528464,CONFIRMED,1,2504
7428316,FALSE POSITIVE,0,2505
10275766,FALSE POSITIVE,0,2506
10275766,FALSE POSITIVE,,2507
6370120,FALSE POSITIVE,1,2508
5642620,FALSE POSITIVE,0,2509
5209845,CONFIRMED,1,2510
9652649,FALSE POSITIVE,0,2511
11100670,FALSE POSITIVE,0,2512
6129524,CONFIRMED,1,2513
5794570,CONFIRMED,1,2514
5794570,CONFIRMED,1,2515
5649325,FALSE POSITIVE,0,2516
9958387,CANDIDATE,0.999,2517
6779260,CONFIRMED,1,2518
11807274,CONFIRMED,1,2519
5953297,CONFIRMED,1,2520
7659389,CONFIRMED,1,2521
9472074,CONFIRMED,1,2522
10842192,CONFIRMED,1,2523
2442448,CONFIRMED,0.997,2524
11197853,CANDIDATE,1,2525
9665922,FALSE POSITIVE,0,2526
11283615,CONFIRMED,1,2527
7605093,CONFIRMED,1,2528
3859363,FALSE POSITIVE,0.001,2529
8077137,CONFIRMED,1,2530
12023078,FALSE POSITIVE,0,2531
6364162,FALSE POSITIVE,0,2532
7463685,CONFIRMED,0.998,2533
6716021,CANDIDATE,0.984,2534
11231334,FALSE POSITIVE,0,2535
8326342,CANDIDATE,0,2536
6878240,CONFIRMED,1,2537
6878240,CONFIRMED,0.96,2538
2436378,FALSE POSITIVE,0.006,2539
6614629,FALSE POSITIVE,0,2540
6630943,FALSE POSITIVE,0,2541
4831728,CONFIRMED,1,2542
4831728,CANDIDATE,0.899,2543
3336765,FALSE POSITIVE,0,2544
4270565,FALSE POSITIVE,0.003,2545
6528464,CONFIRMED,0.797,2546
11963206,CONFIRMED,1,2547
4249611,CANDIDATE,0.983,2548
8263545,CONFIRMED,0.999,2549
10068024,FALSE POSITIVE,0,2550
9636563,FALSE POSITIVE,0,2551
6937402,CONFIRMED,1,2552
5475641,FALSE POSITIVE,0,2553
2853828,FALSE POSITIVE,0,2554
7899070,CANDIDATE,1,2555
4035667,FALSE POSITIVE,0,2556
9612825,FALSE POSITIVE,0,2557
7826659,CONFIRMED,1,2558
7202957,CANDIDATE,1,2559
5513893,FALSE POSITIVE,0,2560
10514430,FALSE POSITIVE,0,2561
8095441,CONFIRMED,1,2562
5881813,CONFIRMED,0.987,2563
12456601,CONFIRMED,0.995,2564
10341917,FALSE POSITIVE,0,2565
3241604,FALSE POSITIVE,0,2566
9591070,FALSE POSITIVE,0,2567
8227661,FALSE POSITIVE,0,2568
7428736,CONFIRMED,0.993,2569
5817986,FALSE POSITIVE,0,2570
11129258,CONFIRMED,0.999,2571
10586004,CONFIRMED,0.952,2572
4939533,CANDIDATE,0.985,2573
4846856,CANDIDATE,0.977,2574
7202957,CONFIRMED,1,2575
6521045,CONFIRMED,1,2576
5790807,FALSE POSITIVE,0.354,2577
8892303,CONFIRMED,1,2578
10265602,CANDIDATE,1,2579
5369827,CONFIRMED,1,2580
5302643,FALSE POSITIVE,0,2581
6586746,CONFIRMED,1,2582
9962455,CONFIRMED,0.933,2583
9962455,CONFIRMED,0.992,2584
8687088,FALSE POSITIVE,0,2585
6436029,CONFIRMED,0.993,2586
6197215,CONFIRMED,1,2587
9451706,CONFIRMED,0.999,2588
9244508,CONFIRMED,0.989,2589
9692557,FALSE POSITIVE,0,2590
9366886,FALSE POSITIVE,0,2591
3657176,FALSE POSITIVE,0,2592
3969687,CONFIRMED,0.996,2593
9369366,FALSE POSITIVE,0.001,2594
6716545,CONFIRMED,0.901,2595
4552729,CANDIDATE,1,2596
2989706,FALSE POSITIVE,0,2597
5185897,CONFIRMED,0.998,2598
5185897,CONFIRMED,0.988,2599
5185897,CONFIRMED,0.992,2600
3663173,CANDIDATE,0.606,2601
9881077,CONFIRMED,0.996,2602
3097346,FALSE POSITIVE,0,2603
5717567,FALSE POSITIVE,0,2604
6265792,CONFIRMED,0.975,2605
9995402,CONFIRMED,0.991,2606
9109857,CANDIDATE,0.961,2607
5609593,CONFIRMED,1,2608
5436338,CONFIRMED,0.997,2609
11414465,CONFIRMED,1,2610
6716545,CANDIDATE,0.804,2611
2708885,FALSE POSITIVE,0.001,2612
6612284,FALSE POSITIVE,0,2613
10586004,CONFIRMED,0.803,2614
4483138,CONFIRMED,0.887,2615
9475552,CONFIRMED,1,2616
9475552,CONFIRMED,1,2617
8292840,CONFIRMED,1,2618
5196864,CANDIDATE,1,2619
11071200,CANDIDATE,0.996,2620
11071200,CANDIDATE,0.992,2621
10905911,CONFIRMED,0.844,2622
3545135,CONFIRMED,0.995,2623
6964929,CONFIRMED,0.941,2624
6432345,CONFIRMED,0.998,2625
8703129,CANDIDATE,0.977,2626
11565924,CONFIRMED,1,2627
6607357,CONFIRMED,0.996,2628
6607357,CONFIRMED,0.936,2629
9451706,CONFIRMED,1,2630
6186964,CONFIRMED,1,2631
5471202,FALSE POSITIVE,0,2632
9640439,FALSE POSITIVE,0.052,2633
9693006,CONFIRMED,0.997,2634
6837283,CANDIDATE,0.988,2635
5613821,CANDIDATE,0.999,2636
6627507,FALSE POSITIVE,0,2637
5128673,CONFIRMED,0.95,2638
6690836,CONFIRMED,1,2639
8639908,CANDIDATE,1,2640
5481148,FALSE POSITIVE,0,2641
11076400,CANDIDATE,1,2642
7877978,CONFIRMED,1,2643
7903086,FALSE POSITIVE,0,2644
12024120,CONFIRMED,0.999,2645
8210018,CONFIRMED,1,2646
3642289,CONFIRMED,1,2647
3642289,CONFIRMED,1,2648
3662838,CONFIRMED,1,2649
5966322,CONFIRMED,0.995,2650
6029239,CONFIRMED,1,2651
12106929,FALSE POSITIVE,0,2652
12107021,FALSE POSITIVE,0,2653
8248939,FALSE POSITIVE,0,2654
12404954,CONFIRMED,1,2655
1571511,FALSE POSITIVE,0.004,2656
2438070,FALSE POSITIVE,0,2657
3747262,FALSE POSITIVE,0,2658
10190075,CANDIDATE,0.946,2659
9070666,CONFIRMED,0.603,2660
3642335,CONFIRMED,0.996,2661
3328052,FALSE POSITIVE,0,2662
10749059,CANDIDATE,0.994,2663
9119568,FALSE POSITIVE,0,2664
9119568,FALSE POSITIVE,0,2665
9020114,CONFIRMED,1,2666
6196457,CONFIRMED,1,2667
7668416,CANDIDATE,1,2668
6029239,CANDIDATE,0.786,2669
6063220,CONFIRMED,1,2670
6071903,CONFIRMED,1,2671
6289257,CONFIRMED,1,2672
10905239,CONFIRMED,1,2673
11623629,CONFIRMED,0.755,2674
3545478,CANDIDATE,0.953,2675
4815520,CONFIRMED,0.998,2676
6603043,FALSE POSITIVE,0,2677
7175184,CONFIRMED,1,2678
7109851,FALSE POSITIVE,0,2679
11565544,CANDIDATE,0.998,2680
7347246,CONFIRMED,0.941,2681
11403530,CONFIRMED,0.939,2682
5088536,CONFIRMED,0.999,2683
12072872,CANDIDATE,0.98,2684
6609270,CONFIRMED,0.614,2685
12406807,CONFIRMED,0.929,2686
8046689,FALSE POSITIVE,0.003,2687
5096590,CONFIRMED,0.996,2688
9650989,CONFIRMED,1,2689
6289257,CONFIRMED,1,2690
6291837,CONFIRMED,1,2691
7024222,FALSE POSITIVE,0.001,2692
7024511,FALSE POSITIVE,,2693
7050989,CONFIRMED,1,2694
7175184,CONFIRMED,1,2695
8494142,CONFIRMED,0.999,2696
11554435,CONFIRMED,0.999,2697
8494142,CONFIRMED,0.989,2698
5652983,FALSE POSITIVE,0,2699
6471021,CONFIRMED,0.006,2700
7906671,FALSE POSITIVE,0,2701
8709688,CONFIRMED,0.963,2702
8241079,CANDIDATE,1,2703
3348285,FALSE POSITIVE,0,2704
11618601,CONFIRMED,0.828,2705
7582689,CONFIRMED,0.983,2706
7582689,CONFIRMED,0.982,2707
7582689,CONFIRMED,1,2708
9959589,FALSE POSITIVE,0,2709
9025922,FALSE POSITIVE,0,2710
6196457,CONFIRMED,0.976,2711
7050989,CONFIRMED,0.998,2712
7419318,CONFIRMED,1,2713
7419318,CONFIRMED,1,2714
7603200,CONFIRMED,1,2715
7603200,CONFIRMED,1,2716
10905239,CONFIRMED,0.917,2717
7364176,CONFIRMED,1,2718
8686097,CONFIRMED,0.992,2719
12356617,CONFIRMED,,2720
12643589,FALSE POSITIVE,0,2721
12643589,FALSE POSITIVE,0,2722
3323887,CONFIRMED,0,2723
11618601,CANDIDATE,0.972,2724
7732285,FALSE POSITIVE,0.001,2725
9716391,CONFIRMED,0.958,2726
6929841,CONFIRMED,0.998,2727
5088536,CONFIRMED,0.894,2728
5124254,FALSE POSITIVE,0,2729
11508644,CONFIRMED,0.998,2730
12168993,CANDIDATE,0.999,2731
8895758,CONFIRMED,0.877,2732
10031500,FALSE POSITIVE,0,2733
7603200,CONFIRMED,0.999,2734
7700622,CONFIRMED,1,2735
8008067,CONFIRMED,1,2736
8008067,CONFIRMED,1,2737
8008067,CANDIDATE,1,2738
3323887,CONFIRMED,,2739
7051180,CANDIDATE,1,2740
3323887,CONFIRMED,,2741
2449074,FALSE POSITIVE,0,2742
2446113,FALSE POSITIVE,0.073,2743
2446113,CANDIDATE,1,2744
11137180,CONFIRMED,0.929,2745
9838804,FALSE POSITIVE,0,2746
5903749,CANDIDATE,1,2747
5903749,CANDIDATE,0.985,2748
5524881,FALSE POSITIVE,0,2749
3756264,CONFIRMED,1,2750
11572193,CONFIRMED,0.989,2751
11285870,CONFIRMED,0.972,2752
8581240,CANDIDATE,1,2753
8581240,CANDIDATE,0.986,2754
6196457,CONFIRMED,0.476,2755
8121310,CONFIRMED,0.999,2756
8156120,CONFIRMED,0.987,2757
8684730,CANDIDATE,0.998,2758
8700558,FALSE POSITIVE,0,2759
8753657,CONFIRMED,1,2760
8554498,CANDIDATE,1,2761
3847708,FALSE POSITIVE,0,2762
3849155,FALSE POSITIVE,0,2763
3858804,FALSE POSITIVE,0,2764
3942670,CONFIRMED,1,2765
3942670,CONFIRMED,0.993,2766
6949898,CANDIDATE,0.991,2767
10585738,CONFIRMED,0.973,2768
7186665,FALSE POSITIVE,0,2769
2973386,CANDIDATE,1,2770
6388770,FALSE POSITIVE,0,2771
7022573,CANDIDATE,0.761,2772
7676423,CONFIRMED,1,2773
9288237,CANDIDATE,0.988,2774
11714231,CONFIRMED,0.998,2775
11720424,CONFIRMED,0.98,2776
7837302,FALSE POSITIVE,0,2777
8753657,CONFIRMED,0.996,2778
8948424,FALSE POSITIVE,0,2779
9139084,CONFIRMED,1,2780
9641041,FALSE POSITIVE,0,2781
9724984,FALSE POSITIVE,0,2782
2452450,FALSE POSITIVE,0,2783
3230578,FALSE POSITIVE,0,2784
3231137,FALSE POSITIVE,0,2785
3353050,CONFIRMED,1,2786
3446746,CONFIRMED,1,2787
5695396,CONFIRMED,0.976,2788
5217891,FALSE POSITIVE,0,2789
6593150,CANDIDATE,0.998,2790
8051946,CONFIRMED,0.993,2791
5445681,CONFIRMED,0.915,2792
6523351,CANDIDATE,0.976,2793
5551672,CANDIDATE,0.013,2794
11499192,CONFIRMED,0.998,2795
12416661,CONFIRMED,0.999,2796
8197793,CANDIDATE,0.998,2797
8258171,FALSE POSITIVE,0,2798
9880467,FALSE POSITIVE,0.005,2799
9880467,FALSE POSITIVE,0.905,2800
9881662,CONFIRMED,1,2801
9881662,CONFIRMED,1,2802
9895004,FALSE POSITIVE,0,2803
3656121,CONFIRMED,1,2804
10620329,FALSE POSITIVE,0,2805
3656121,CONFIRMED,0.973,2806
3733628,CONFIRMED,1,2807
3831053,CONFIRMED,1,2808
6357290,CANDIDATE,0.882,2809
4072955,CANDIDATE,0.98,2810
8695311,CANDIDATE,0.998,2811
9834731,CANDIDATE,1,2812
5092266,CONFIRMED,0.998,2813
4076976,FALSE POSITIVE,0,2814
8751796,CONFIRMED,0.957,2815
7097534,FALSE POSITIVE,0,2816
9907129,CONFIRMED,1,2817
7609674,CANDIDATE,0.951,2818
9527334,CONFIRMED,1,2819
10031885,FALSE POSITIVE,0,2820
11361646,CONFIRMED,1,2821
11361646,CONFIRMED,0.998,2822
10285631,CONFIRMED,1,2823
3964109,CONFIRMED,1,2824
4159347,FALSE POSITIVE,0,2825
3544595,CONFIRMED,1,2826
4165960,FALSE POSITIVE,0,2827
4252322,CANDIDATE,1,2828
4376644,FALSE POSITIVE,0,2829
9301506,FALSE POSITIVE,0,2830
5695396,CONFIRMED,0.983,2831
9714550,CONFIRMED,1,2832
6263593,CONFIRMED,0.799,2833
5475042,CANDIDATE,0.892,2834
6964159,FALSE POSITIVE,0,2835
10252275,CONFIRMED,0.988,2836
10252275,CONFIRMED,0.994,2837
11455181,CONFIRMED,1,2838
9541295,CANDIDATE,0,2839
10290666,CONFIRMED,1,2840
10337258,CONFIRMED,1,2841
10383687,FALSE POSITIVE,0,2842
10470206,FALSE POSITIVE,0.394,2843
10518725,FALSE POSITIVE,0,2844
12314973,CONFIRMED,0.998,2845
5450893,CONFIRMED,0.993,2846
4770174,CANDIDATE,1,2847
8949925,CANDIDATE,0.984,2848
5091016,FALSE POSITIVE,0,2849
9959492,CANDIDATE,,2850
8827575,CANDIDATE,0.977,2851
8827575,CANDIDATE,0.87,2852
2716801,CONFIRMED,0.959,2853
7281454,FALSE POSITIVE,0,2854
7216284,CONFIRMED,0.972,2855
8703887,FALSE POSITIVE,0,2856
9899352,FALSE POSITIVE,0,2857
6945786,CONFIRMED,0.99,2858
5978170,CONFIRMED,0.968,2859
5440317,CONFIRMED,0.893,2860
10545066,CONFIRMED,1,2861
6056992,FALSE POSITIVE,0,2862
10552611,CONFIRMED,1,2863
10552611,CONFIRMED,0.999,2864
10587105,CONFIRMED,1,2865
10587105,CONFIRMED,1,2866
6948480,FALSE POSITIVE,0,2867
6438099,CANDIDATE,0.989,2868
11090556,CONFIRMED,1,2869
11090556,CONFIRMED,0.984,2870
10686814,FALSE POSITIVE,0,2871
3234843,CONFIRMED,0.997,2872
6021275,CONFIRMED,0.971,2873
3234843,CONFIRMED,1,2874
8192911,FALSE POSITIVE,0,2875
10554967,FALSE POSITIVE,0,2876
3752110,CANDIDATE,0.962,2877
5688790,CONFIRMED,0.858,2878
1717722,CANDIDATE,1,2879
1717722,CANDIDATE,0.858,2880
10908248,CONFIRMED,0.768,2881
10616571,FALSE POSITIVE,0,2882
10878263,CONFIRMED,1,2883
10878263,CONFIRMED,1,2884
10982872,CONFIRMED,1,2885
10982872,CONFIRMED,1,2886
2720514,FALSE POSITIVE,0,2887
4141376,CONFIRMED,1,2888
9468551,CONFIRMED,0.987,2889
9076971,CONFIRMED,0.254,2890
8360640,CONFIRMED,0.999,2891
11019987,CONFIRMED,0.977,2892
4857058,CANDIDATE,0.981,2893
10924562,CONFIRMED,1,2894
9899505,FALSE POSITIVE,0,2895
5040077,CANDIDATE,0.999,2896
7534267,CONFIRMED,0.997,2897
9592705,CONFIRMED,1,2898
10611420,FALSE POSITIVE,0.014,2899
10386922,CONFIRMED,1,2900
10386922,CONFIRMED,1,2901
10982872,CONFIRMED,0.998,2902
3558981,FALSE POSITIVE,0,2903
11015108,CONFIRMED,1,2904
11074541,CONFIRMED,1,2905
11100383,CONFIRMED,1,2906
7918652,CANDIDATE,0.989,2907
8847111,FALSE POSITIVE,0,2908
4568298,FALSE POSITIVE,0,2909
9230021,CANDIDATE,0.508,2910
4374339,FALSE POSITIVE,0,2911
6636320,CONFIRMED,1,2912
4067925,CONFIRMED,0.887,2913
4847782,FALSE POSITIVE,0,2914
6021275,CONFIRMED,0.919,2915
10350571,FALSE POSITIVE,0.378,2916
3230805,CANDIDATE,0.992,2917
4676964,CANDIDATE,1,2918
10488450,FALSE POSITIVE,0,2919
10933561,CONFIRMED,0.995,2920
10933561,CONFIRMED,1,2921
4770617,CANDIDATE,0.972,2922
8845026,FALSE POSITIVE,0,2923
11075737,CONFIRMED,1,2924
11189127,FALSE POSITIVE,0.351,2925
11194032,CONFIRMED,1,2926
