kepid,koi_disposition,koi_score,rowid
6804648,FALSE POSITIVE,0,7853
6806632,FALSE POSITIVE,0,7854
6841577,FALSE POSITIVE,0,7855
6842345,CANDIDATE,0.946,7856
6852488,FALSE POSITIVE,0,7857
6853172,CANDIDATE,0.979,7858
6859546,CANDIDATE,0.718,7859
8460634,FALSE POSITIVE,0,7860
7671594,FALSE POSITIVE,,7861
7677005,FALSE POSITIVE,0,7862
7687365,CANDIDATE,,7863
7691527,FALSE POSITIVE,0,7864
7695445,FALSE POSITIVE,,7865
7700500,CANDIDATE,0.909,7866
7700578,FALSE POSITIVE,0,7867
7707736,FALSE POSITIVE,0,7868
7733540,FALSE POSITIVE,,7869
8411947,FALSE POSITIVE,0,7870
8414159,FALSE POSITIVE,0,7871
8414216,FALSE POSITIVE,0,7872
8415863,FALSE POSITIVE,0,7873
8423903,FALSE POSITIVE,0,7874
8429450,FALSE POSITIVE,0,7875
8442795,CANDIDATE,,7876
8443812,CANDIDATE,0.888,7877
8445775,FALSE POSITIVE,0,7878
9397900,CANDIDATE,0.729,7879
9411943,FALSE POSITIVE,0,7880
9412462,FALSE POSITIVE,0,7881
9418994,FALSE POSITIVE,0,7882
9451096,FALSE POSITIVE,0,7883
9458266,CANDIDATE,0.801,7884
9466042,FALSE POSITIVE,0,7885
9468296,FALSE POSITIVE,0,7886
10264202,FALSE POSITIVE,0,7887
10264293,CANDIDATE,0.397,7888
10268809,FALSE POSITIVE,0,7889
10274244,FALSE POSITIVE,0,7890
10275887,FALSE POSITIVE,0,7891
10290021,CANDIDATE,,7892
10290447,FALSE POSITIVE,,7893
10292465,FALSE POSITIVE,0,7894
10294608,FALSE POSITIVE,0,7895
11287726,FALSE POSITIVE,0,7896
11288492,CANDIDATE,0.986,7897
11288772,CANDIDATE,1,7898
11295085,FALSE POSITIVE,0,7899
11296724,CANDIDATE,0.668,7900
11350389,FALSE POSITIVE,0,7901
11356602,FALSE POSITIVE,0,7902
11358392,FALSE POSITIVE,0,7903
1433531,FALSE POSITIVE,,7904
1717528,FALSE POSITIVE,,7905
1871483,CANDIDATE,,7906
2012722,FALSE POSITIVE,0,7907
2013883,FALSE POSITIVE,0,7908
2161949,CANDIDATE,0.813,7909
2161949,CANDIDATE,0.967,7910
2162994,FALSE POSITIVE,0,7911
2167444,FALSE POSITIVE,0,7912
4078693,FALSE POSITIVE,0,7913
4142768,FALSE POSITIVE,0,7914
4149684,FALSE POSITIVE,0,7915
4150703,FALSE POSITIVE,0,7916
4157488,FALSE POSITIVE,0,7917
4160669,FALSE POSITIVE,0,7918
4171955,FALSE POSITIVE,,7919
4174507,FALSE POSITIVE,0,7920
5083138,CANDIDATE,,7921
5083252,FALSE POSITIVE,0,7922
5087223,CANDIDATE,,7923
5091075,FALSE POSITIVE,,7924
5091614,FALSE POSITIVE,0,7925
5092799,CANDIDATE,,7926
5092799,CANDIDATE,,7927
5094301,FALSE POSITIVE,,7928
5983348,FALSE POSITIVE,0,7929
5990753,FALSE POSITIVE,0,7930
6019971,CANDIDATE,1,7931
6029130,FALSE POSITIVE,0,7932
6035335,FALSE POSITIVE,,7933
6041511,FALSE POSITIVE,0,7934
6042116,FALSE POSITIVE,0,7935
6042663,FALSE POSITIVE,0,7936
6044064,FALSE POSITIVE,0,7937
6859813,FALSE POSITIVE,0,7938
6863840,FALSE POSITIVE,0,7939
6864569,FALSE POSITIVE,0,7940
6864706,CANDIDATE,,7941
6864859,FALSE POSITIVE,0,7942
6867219,CANDIDATE,0.866,7943
6877673,FALSE POSITIVE,0,7944
6877871,FALSE POSITIVE,,7945
6878408,CANDIDATE,0.556,7946
7741048,FALSE POSITIVE,0.001,7947
7751562,FALSE POSITIVE,0,7948
7755741,FALSE POSITIVE,,7949
7755741,CANDIDATE,,7950
7769072,FALSE POSITIVE,0,7951
7769815,FALSE POSITIVE,0,7952
7777365,FALSE POSITIVE,0,7953
7798259,FALSE POSITIVE,0,7954
8453191,FALSE POSITIVE,0,7955
8453324,FALSE POSITIVE,0,7956
8479107,FALSE POSITIVE,0.67,7957
8479386,FALSE POSITIVE,0,7958
8488876,FALSE POSITIVE,0,7959
8504570,FALSE POSITIVE,0,7960
8509346,FALSE POSITIVE,0,7961
8517433,FALSE POSITIVE,0.001,7962
9474222,FALSE POSITIVE,0,7963
9474969,FALSE POSITIVE,0,7964
9480398,CANDIDATE,,7965
9490342,CANDIDATE,,7966
9509207,FALSE POSITIVE,0,7967
9513168,CANDIDATE,0.986,7968
9520700,FALSE POSITIVE,0,7969
9529294,FALSE POSITIVE,0,7970
12116489,CANDIDATE,,7971
10296163,FALSE POSITIVE,0,7972
10330495,FALSE POSITIVE,0,7973
10332789,FALSE POSITIVE,0,7974
10340228,FALSE POSITIVE,0,7975
10341787,FALSE POSITIVE,0,7976
10342097,FALSE POSITIVE,0,7977
10345862,FALSE POSITIVE,0,7978
10346522,FALSE POSITIVE,0,7979
10352603,FALSE POSITIVE,0,7980
11359305,FALSE POSITIVE,0,7981
11391181,FALSE POSITIVE,0,7982
11401869,FALSE POSITIVE,0,7983
11409698,FALSE POSITIVE,0,7984
11411639,CANDIDATE,0.948,7985
11455795,FALSE POSITIVE,0.368,7986
11457191,FALSE POSITIVE,0,7987
11462556,FALSE POSITIVE,,7988
2283362,CANDIDATE,,7989
2301068,CANDIDATE,0.994,7990
2305372,FALSE POSITIVE,0,7991
2306740,FALSE POSITIVE,0,7992
2308957,FALSE POSITIVE,0,7993
2422820,CANDIDATE,1,7994
2437452,FALSE POSITIVE,0,7995
2437804,FALSE POSITIVE,0,7996
2438061,FALSE POSITIVE,0,7997
4180396,FALSE POSITIVE,0,7998
4245897,FALSE POSITIVE,0,7999
4252226,FALSE POSITIVE,0,8000
4261960,FALSE POSITIVE,0,8001
4269252,FALSE POSITIVE,0,8002
4274071,CANDIDATE,0.827,8003
4281895,FALSE POSITIVE,0,8004
4282390,CANDIDATE,0.998,8005
5095269,FALSE POSITIVE,0,8006
5097278,FALSE POSITIVE,,8007
5098757,FALSE POSITIVE,,8008
5111801,FALSE POSITIVE,0,8009
5112198,FALSE POSITIVE,0,8010
5113809,FALSE POSITIVE,0,8011
5115178,FALSE POSITIVE,0,8012
5115379,FALSE POSITIVE,,8013
5115688,CANDIDATE,,8014
6045093,CANDIDATE,,8015
6046311,FALSE POSITIVE,0,8016
6048106,FALSE POSITIVE,0,8017
6048255,FALSE POSITIVE,0,8018
6057750,CANDIDATE,0.184,8019
6060580,FALSE POSITIVE,0,8020
6063448,FALSE POSITIVE,0,8021
6066107,FALSE POSITIVE,,8022
8391983,CANDIDATE,0.118,8023
6890618,FALSE POSITIVE,0,8024
6925263,FALSE POSITIVE,,8025
6927629,FALSE POSITIVE,0,8026
6929016,FALSE POSITIVE,0,8027
6936977,FALSE POSITIVE,0,8028
6939670,FALSE POSITIVE,0,8029
6947623,CANDIDATE,0.972,8030
6947837,FALSE POSITIVE,,8031
6949550,FALSE POSITIVE,0,8032
7811211,CANDIDATE,,8033
7812893,CANDIDATE,0.409,8034
7816680,FALSE POSITIVE,0,8035
7816935,CANDIDATE,0.954,8036
7838639,FALSE POSITIVE,0,8037
7846730,FALSE POSITIVE,0,8038
7847927,FALSE POSITIVE,0,8039
7868967,CANDIDATE,,8040
8526387,FALSE POSITIVE,0.089,8041
8543278,FALSE POSITIVE,0,8042
8552500,FALSE POSITIVE,0,8043
8552540,FALSE POSITIVE,0,8044
8553788,FALSE POSITIVE,0,8045
8553907,FALSE POSITIVE,0,8046
8559796,FALSE POSITIVE,0,8047
8559863,FALSE POSITIVE,0,8048
8489260,CANDIDATE,0.386,8049
9529856,FALSE POSITIVE,0,8050
9536048,FALSE POSITIVE,0.277,8051
9540450,FALSE POSITIVE,0,8052
9540675,FALSE POSITIVE,0,8053
9541163,FALSE POSITIVE,0,8054
9541567,FALSE POSITIVE,0,8055
9569866,FALSE POSITIVE,0,8056
9579192,FALSE POSITIVE,0,8057
8540376,CONFIRMED,0.994,8058
10363300,FALSE POSITIVE,0,8059
10388451,CANDIDATE,,8060
10396708,CANDIDATE,1,8061
10407047,FALSE POSITIVE,0,8062
10407430,FALSE POSITIVE,0,8063
10407464,FALSE POSITIVE,0,8064
10417704,FALSE POSITIVE,0,8065
10420279,FALSE POSITIVE,0,8066
10422852,FALSE POSITIVE,0,8067
11495989,CANDIDATE,,8068
11499757,FALSE POSITIVE,0,8069
11501774,FALSE POSITIVE,,8070
11502172,FALSE POSITIVE,0,8071
11502179,FALSE POSITIVE,,8072
11506235,FALSE POSITIVE,0,8073
11551652,CANDIDATE,,8074
11560382,FALSE POSITIVE,0,8075
11560431,FALSE POSITIVE,0,8076
2438062,FALSE POSITIVE,0,8077
2438517,FALSE POSITIVE,0,8078
2442084,FALSE POSITIVE,0,8079
2449245,CANDIDATE,0.997,8080
2450716,FALSE POSITIVE,,8081
2557350,CANDIDATE,0.96,8082
2557430,FALSE POSITIVE,0,8083
2568971,FALSE POSITIVE,0,8084
4284147,FALSE POSITIVE,0.029,8085
4349935,FALSE POSITIVE,0,8086
4352168,FALSE POSITIVE,0,8087
4356621,FALSE POSITIVE,0,8088
4357985,FALSE POSITIVE,0,8089
4367544,FALSE POSITIVE,0,8090
4372410,FALSE POSITIVE,0,8091
4372620,CANDIDATE,,8092
4372961,FALSE POSITIVE,0,8093
5119143,FALSE POSITIVE,,8094
5125048,FALSE POSITIVE,0,8095
5126627,FALSE POSITIVE,0,8096
5130890,FALSE POSITIVE,,8097
5164794,FALSE POSITIVE,0,8098
5171707,CANDIDATE,1,8099
5172274,FALSE POSITIVE,0,8100
5174492,FALSE POSITIVE,0,8101
6068947,FALSE POSITIVE,,8102
6103049,FALSE POSITIVE,0,8103
6109688,FALSE POSITIVE,0,8104
6111011,CANDIDATE,0.212,8105
6128141,FALSE POSITIVE,0,8106
6128245,CANDIDATE,0.955,8107
6131659,FALSE POSITIVE,0,8108
6146838,FALSE POSITIVE,0,8109
6950275,FALSE POSITIVE,0,8110
6953219,FALSE POSITIVE,,8111
6956176,CANDIDATE,0.996,8112
6962018,FALSE POSITIVE,0,8113
6965293,FALSE POSITIVE,0,8114
6967430,FALSE POSITIVE,0,8115
7009828,FALSE POSITIVE,0,8116
7025851,FALSE POSITIVE,0,8117
7870250,FALSE POSITIVE,0,8118
7871395,FALSE POSITIVE,,8119
7885518,FALSE POSITIVE,0,8120
7885570,FALSE POSITIVE,0,8121
7886329,FALSE POSITIVE,0,8122
7902204,CANDIDATE,0.972,8123
7919653,FALSE POSITIVE,0,8124
7938468,FALSE POSITIVE,0,8125
8560861,FALSE POSITIVE,0,8126
8565900,FALSE POSITIVE,0,8127
8566113,CANDIDATE,,8128
8569819,FALSE POSITIVE,0,8129
8574270,FALSE POSITIVE,0,8130
8581658,FALSE POSITIVE,0,8131
8590527,FALSE POSITIVE,0.228,8132
8604993,FALSE POSITIVE,0,8133
8608490,FALSE POSITIVE,0,8134
9579789,FALSE POSITIVE,0,8135
9581498,FALSE POSITIVE,,8136
9588862,CANDIDATE,,8137
9592855,FALSE POSITIVE,0,8138
9596064,CANDIDATE,1,8139
9596187,FALSE POSITIVE,0.669,8140
9596892,CANDIDATE,,8141
9597095,FALSE POSITIVE,0,8142
10450504,CANDIDATE,0.963,8143
10454401,FALSE POSITIVE,0,8144
10462826,FALSE POSITIVE,0,8145
10464199,CANDIDATE,,8146
10468514,FALSE POSITIVE,0.701,8147
10471113,FALSE POSITIVE,0.685,8148
10481054,FALSE POSITIVE,0,8149
10486425,FALSE POSITIVE,0,8150
11560447,FALSE POSITIVE,0,8151
11601357,FALSE POSITIVE,0.402,8152
11602794,CANDIDATE,0.925,8153
11615481,FALSE POSITIVE,0,8154
11616200,FALSE POSITIVE,0,8155
11616631,FALSE POSITIVE,0,8156
11616663,FALSE POSITIVE,0,8157
11618798,FALSE POSITIVE,,8158
2570505,FALSE POSITIVE,0,8159
2570767,FALSE POSITIVE,0,8160
2571075,FALSE POSITIVE,,8161
2576692,FALSE POSITIVE,0,8162
2580872,FALSE POSITIVE,0,8163
2583777,FALSE POSITIVE,0,8164
2693092,FALSE POSITIVE,0,8165
2708156,FALSE POSITIVE,0,8166
2708172,FALSE POSITIVE,0,8167
4375101,FALSE POSITIVE,0,8168
4380283,FALSE POSITIVE,0,8169
4384793,FALSE POSITIVE,,8170
4445630,FALSE POSITIVE,0,8171
4446411,FALSE POSITIVE,0,8172
4454219,FALSE POSITIVE,0,8173
4456622,FALSE POSITIVE,0,8174
4482738,FALSE POSITIVE,0,8175
4484312,FALSE POSITIVE,0,8176
5174920,FALSE POSITIVE,0,8177
5181455,FALSE POSITIVE,0,8178
5193386,FALSE POSITIVE,0,8179
5193439,CANDIDATE,0.285,8180
5196851,FALSE POSITIVE,,8181
5199978,FALSE POSITIVE,0,8182
5211470,FALSE POSITIVE,0,8183
5215508,CANDIDATE,,8184
6147573,FALSE POSITIVE,0,8185
6152521,FALSE POSITIVE,0,8186
6185717,FALSE POSITIVE,0,8187
6187508,CANDIDATE,1,8188
6205460,FALSE POSITIVE,0,8189
6206751,FALSE POSITIVE,0,8190
6207053,FALSE POSITIVE,0,8191
6209225,CANDIDATE,,8192
6220470,FALSE POSITIVE,0,8193
7031132,FALSE POSITIVE,0,8194
7031732,FALSE POSITIVE,0,8195
7031767,FALSE POSITIVE,0,8196
7031948,FALSE POSITIVE,0,8197
7031992,FALSE POSITIVE,0,8198
7032117,FALSE POSITIVE,0,8199
7032174,FALSE POSITIVE,,8200
7032383,FALSE POSITIVE,0,8201
7939761,CANDIDATE,1,8202
7943535,FALSE POSITIVE,0,8203
7947631,FALSE POSITIVE,0,8204
7950775,FALSE POSITIVE,0,8205
7955301,FALSE POSITIVE,0,8206
7960295,FALSE POSITIVE,0,8207
7960547,FALSE POSITIVE,0,8208
7967100,FALSE POSITIVE,0.791,8209
8610483,FALSE POSITIVE,0,8210
8613446,CANDIDATE,1,8211
8618226,FALSE POSITIVE,0,8212
8621026,FALSE POSITIVE,0,8213
8624860,CANDIDATE,0.872,8214
8625408,CANDIDATE,0.951,8215
8686442,CANDIDATE,,8216
8690001,FALSE POSITIVE,0,8217
8693536,CANDIDATE,0.99,8218
9597854,FALSE POSITIVE,0.128,8219
9602431,FALSE POSITIVE,0,8220
9602538,FALSE POSITIVE,0,8221
9630640,FALSE POSITIVE,0,8222
9635520,CANDIDATE,0.779,8223
9635529,FALSE POSITIVE,0,8224
9637299,FALSE POSITIVE,0,8225
9639106,CANDIDATE,,8226
9640123,CANDIDATE,0.991,8227
10490960,FALSE POSITIVE,0,8228
10491031,FALSE POSITIVE,0,8229
10535807,FALSE POSITIVE,0,8230
10535858,FALSE POSITIVE,0,8231
10546063,CANDIDATE,1,8232
10547685,FALSE POSITIVE,0,8233
10549576,FALSE POSITIVE,0,8234
10552700,FALSE POSITIVE,0,8235
11619964,FALSE POSITIVE,0,8236
11650543,CANDIDATE,,8237
11651105,FALSE POSITIVE,0,8238
11662440,FALSE POSITIVE,0,8239
11671646,CANDIDATE,,8240
11672354,CANDIDATE,0.953,8241
11704044,FALSE POSITIVE,0,8242
11706658,FALSE POSITIVE,0.054,8243
2708445,FALSE POSITIVE,0,8244
2708614,FALSE POSITIVE,0,8245
2711114,FALSE POSITIVE,0,8246
2716979,CANDIDATE,,8247
2720354,FALSE POSITIVE,0.007,8248
2834463,CANDIDATE,0.794,8249
2852560,FALSE POSITIVE,0,8250
2856960,FALSE POSITIVE,0,8251
4484356,FALSE POSITIVE,0,8252
4489844,FALSE POSITIVE,0,8253
4540632,FALSE POSITIVE,0,8254
4544623,FALSE POSITIVE,0,8255
4565985,FALSE POSITIVE,0,8256
4567118,CANDIDATE,,8257
4569590,FALSE POSITIVE,0,8258
4574310,FALSE POSITIVE,0,8259
4575824,FALSE POSITIVE,,8260
5216727,FALSE POSITIVE,0,8261
5218014,FALSE POSITIVE,0,8262
5255552,FALSE POSITIVE,0,8263
5263167,CANDIDATE,0.783,8264
5266937,FALSE POSITIVE,0,8265
5269407,FALSE POSITIVE,0,8266
5271803,FALSE POSITIVE,,8267
5272571,FALSE POSITIVE,0,8268
6228703,FALSE POSITIVE,0,8269
6231401,FALSE POSITIVE,0,8270
6265961,CANDIDATE,0.913,8271
6279823,FALSE POSITIVE,,8272
6283224,FALSE POSITIVE,0,8273
6285094,FALSE POSITIVE,0,8274
6285396,FALSE POSITIVE,0,8275
6285397,FALSE POSITIVE,0,8276
7032968,FALSE POSITIVE,,8277
7033713,FALSE POSITIVE,0,8278
7033748,FALSE POSITIVE,0,8279
7049486,FALSE POSITIVE,0,8280
7050754,FALSE POSITIVE,,8281
7090801,FALSE POSITIVE,,8282
7097571,FALSE POSITIVE,0,8283
7103300,CANDIDATE,,8284
7970629,FALSE POSITIVE,0,8285
7970760,FALSE POSITIVE,0,8286
7971389,FALSE POSITIVE,0,8287
7976136,FALSE POSITIVE,0,8288
7976435,FALSE POSITIVE,0,8289
7985167,FALSE POSITIVE,0,8290
7987749,FALSE POSITIVE,0,8291
8007675,CANDIDATE,0.126,8292
8700506,FALSE POSITIVE,0,8293
8701327,FALSE POSITIVE,0,8294
8711548,FALSE POSITIVE,0,8295
8713828,FALSE POSITIVE,,8296
8719897,FALSE POSITIVE,0,8297
8736245,FALSE POSITIVE,0,8298
8738115,FALSE POSITIVE,0,8299
8739209,FALSE POSITIVE,0,8300
8746310,FALSE POSITIVE,0,8301
9640921,FALSE POSITIVE,0,8302
9640921,FALSE POSITIVE,0,8303
9641031,FALSE POSITIVE,0,8304
9641103,FALSE POSITIVE,0,8305
9644411,FALSE POSITIVE,0.016,8306
9644683,FALSE POSITIVE,0,8307
9651602,CANDIDATE,0.971,8308
9652166,FALSE POSITIVE,0,8309
10556578,FALSE POSITIVE,0,8310
10583181,FALSE POSITIVE,0,8311
10586619,CANDIDATE,0.902,8312
10592163,FALSE POSITIVE,0,8313
10597164,FALSE POSITIVE,,8314
10601538,FALSE POSITIVE,0,8315
10601579,FALSE POSITIVE,0,8316
10613718,FALSE POSITIVE,0,8317
8557246,FALSE POSITIVE,0.041,8318
11709022,FALSE POSITIVE,0,8319
11724091,FALSE POSITIVE,0,8320
11757422,FALSE POSITIVE,0.001,8321
11763910,FALSE POSITIVE,0,8322
11768970,FALSE POSITIVE,0,8323
11773625,CANDIDATE,0.875,8324
11775530,FALSE POSITIVE,,8325
11811454,FALSE POSITIVE,0,8326
8560280,FALSE POSITIVE,0,8327
2860594,FALSE POSITIVE,0,8328
2860788,FALSE POSITIVE,0,8329
2969638,FALSE POSITIVE,0,8330
2970670,CANDIDATE,0.894,8331
2973509,FALSE POSITIVE,0,8332
2994092,CANDIDATE,0.789,8333
2998124,FALSE POSITIVE,0,8334
3098194,FALSE POSITIVE,0,8335
4578594,FALSE POSITIVE,0,8336
4587448,FALSE POSITIVE,0,8337
4633434,FALSE POSITIVE,0,8338
4661634,FALSE POSITIVE,0,8339
4665989,FALSE POSITIVE,0,8340
4671584,FALSE POSITIVE,0,8341
4678171,FALSE POSITIVE,0,8342
4681152,FALSE POSITIVE,0.001,8343
4725292,FALSE POSITIVE,0,8344
8297017,CANDIDATE,0.206,8345
5282656,FALSE POSITIVE,0.193,8346
5284133,FALSE POSITIVE,0,8347
5285607,FALSE POSITIVE,0,8348
5286786,FALSE POSITIVE,0,8349
5288543,FALSE POSITIVE,0,8350
5294739,FALSE POSITIVE,0,8351
5295206,CANDIDATE,0.989,8352
5298620,FALSE POSITIVE,0,8353
5300878,FALSE POSITIVE,0,8354
6292732,FALSE POSITIVE,0,8355
6307000,CANDIDATE,0.973,8356
6311637,FALSE POSITIVE,0,8357
6345758,CANDIDATE,0.996,8358
6364126,FALSE POSITIVE,0,8359
6364195,FALSE POSITIVE,0,8360
6364200,FALSE POSITIVE,0,8361
6364247,FALSE POSITIVE,0,8362
7105574,FALSE POSITIVE,0,8363
7115200,FALSE POSITIVE,0,8364
7115332,FALSE POSITIVE,0,8365
7115463,FALSE POSITIVE,0,8366
7115597,FALSE POSITIVE,0,8367
7115878,FALSE POSITIVE,0,8368
7116043,FALSE POSITIVE,0,8369
7116226,FALSE POSITIVE,0,8370
8008128,FALSE POSITIVE,0,8371
8009500,FALSE POSITIVE,0,8372
8013289,FALSE POSITIVE,0,8373
8016214,FALSE POSITIVE,0,8374
8016692,CANDIDATE,0.721,8375
8027902,FALSE POSITIVE,0,8376
8039925,FALSE POSITIVE,0,8377
8042644,CANDIDATE,0.991,8378
8081389,FALSE POSITIVE,0,8379
8750094,FALSE POSITIVE,0,8380
8758161,FALSE POSITIVE,0,8381
8760760,CANDIDATE,1,8382
8767034,FALSE POSITIVE,0,8383
8773948,FALSE POSITIVE,0,8384
8784288,FALSE POSITIVE,0,8385
8804358,FALSE POSITIVE,,8386
8807057,CANDIDATE,0.433,8387
8508493,FALSE POSITIVE,0.001,8388
9652632,FALSE POSITIVE,0,8389
9655424,FALSE POSITIVE,0,8390
9657636,FALSE POSITIVE,,8391
9658089,CANDIDATE,0.996,8392
9665503,FALSE POSITIVE,0,8393
9673173,FALSE POSITIVE,0,8394
9674320,CANDIDATE,0.947,8395
9693803,CANDIDATE,,8396
9711751,FALSE POSITIVE,0,8397
10619109,FALSE POSITIVE,0,8398
10646620,FALSE POSITIVE,0,8399
10649230,FALSE POSITIVE,0,8400
10659624,CANDIDATE,0.582,8401
10661913,FALSE POSITIVE,0,8402
10661976,FALSE POSITIVE,0,8403
10662021,FALSE POSITIVE,0,8404
10665228,CANDIDATE,0.378,8405
8560927,FALSE POSITIVE,0,8406
11817750,FALSE POSITIVE,0,8407
11825996,CANDIDATE,,8408
11854636,CANDIDATE,0.235,8409
11855538,FALSE POSITIVE,0,8410
11858541,FALSE POSITIVE,0,8411
11873166,FALSE POSITIVE,0,8412
11873171,FALSE POSITIVE,0,8413
11904704,CANDIDATE,0.999,8414
3102024,FALSE POSITIVE,0,8415
3110937,FALSE POSITIVE,0,8416
3115480,FALSE POSITIVE,0,8417
3120320,FALSE POSITIVE,0,8418
3127817,FALSE POSITIVE,0,8419
3228740,FALSE POSITIVE,0,8420
3230206,FALSE POSITIVE,0,8421
3230227,FALSE POSITIVE,0,8422
4729553,FALSE POSITIVE,0,8423
4736208,FALSE POSITIVE,0,8424
4737302,FALSE POSITIVE,0,8425
4739194,FALSE POSITIVE,0,8426
4739565,FALSE POSITIVE,0,8427
4740688,FALSE POSITIVE,0,8428
4753988,FALSE POSITIVE,0,8429
4757331,FALSE POSITIVE,0,8430
5301955,FALSE POSITIVE,,8431
5306862,FALSE POSITIVE,0,8432
5307574,FALSE POSITIVE,,8433
5308778,FALSE POSITIVE,0,8434
5310435,FALSE POSITIVE,0,8435
5343976,FALSE POSITIVE,0,8436
5347537,FALSE POSITIVE,0,8437
5347784,FALSE POSITIVE,0,8438
6364294,FALSE POSITIVE,0.006,8439
6367439,FALSE POSITIVE,,8440
6367628,FALSE POSITIVE,0,8441
6368222,CANDIDATE,,8442
6372268,CANDIDATE,0,8443
6384840,FALSE POSITIVE,0.039,8444
6386784,FALSE POSITIVE,0,8445
6390236,FALSE POSITIVE,0,8446
6421188,FALSE POSITIVE,0,8447
7116236,FALSE POSITIVE,0,8448
7117513,FALSE POSITIVE,0,8449
7117541,FALSE POSITIVE,0,8450
7118545,FALSE POSITIVE,0,8451
7125636,FALSE POSITIVE,0,8452
7128918,FALSE POSITIVE,0,8453
7132015,FALSE POSITIVE,0,8454
7135549,CANDIDATE,,8455
8088354,FALSE POSITIVE,0,8456
8091197,CANDIDATE,0.997,8457
8094140,FALSE POSITIVE,0,8458
8094221,FALSE POSITIVE,0,8459
8097825,FALSE POSITIVE,0,8460
8098300,FALSE POSITIVE,0,8461
8098515,FALSE POSITIVE,0,8462
8098960,CANDIDATE,0.98,8463
8104436,FALSE POSITIVE,0,8464
8815279,CANDIDATE,,8465
8822585,FALSE POSITIVE,0,8466
8823397,FALSE POSITIVE,0,8467
8841616,FALSE POSITIVE,0,8468
8845221,FALSE POSITIVE,0,8469
8845552,CANDIDATE,,8470
8848104,FALSE POSITIVE,0.303,8471
8848115,FALSE POSITIVE,0,8472
8868657,FALSE POSITIVE,0,8473
9726452,CANDIDATE,,8474
9762514,FALSE POSITIVE,0,8475
9762519,FALSE POSITIVE,0,8476
9777062,FALSE POSITIVE,0,8477
9786821,FALSE POSITIVE,0,8478
9790965,FALSE POSITIVE,0,8479
9790965,CANDIDATE,,8480
9811915,CANDIDATE,0.984,8481
9818732,FALSE POSITIVE,0,8482
10665749,CANDIDATE,0.965,8483
10670112,CANDIDATE,,8484
10680424,CANDIDATE,1,8485
10685175,FALSE POSITIVE,0,8486
10686876,FALSE POSITIVE,0,8487
10686930,FALSE POSITIVE,0,8488
10711913,FALSE POSITIVE,0,8489
10732401,FALSE POSITIVE,0,8490
11906217,FALSE POSITIVE,0,8491
11913052,FALSE POSITIVE,0,8492
11913071,FALSE POSITIVE,0,8493
11918482,FALSE POSITIVE,,8494
11922648,FALSE POSITIVE,0,8495
11922782,FALSE POSITIVE,0,8496
11923819,FALSE POSITIVE,0,8497
11959569,FALSE POSITIVE,0,8498
11966557,FALSE POSITIVE,0,8499
5897826,CANDIDATE,0.997,8500
3240158,CANDIDATE,0.949,8501
2837111,CANDIDATE,0.047,8502
3241619,FALSE POSITIVE,0,8503
3241662,FALSE POSITIVE,0,8504
3245000,FALSE POSITIVE,0,8505
3246867,CANDIDATE,,8506
3247294,FALSE POSITIVE,0,8507
3248332,FALSE POSITIVE,0,8508
3249334,CANDIDATE,,8509
3323289,FALSE POSITIVE,0,8510
3324069,CANDIDATE,,8511
4758350,FALSE POSITIVE,0,8512
4758368,FALSE POSITIVE,0,8513
4760959,CANDIDATE,,8514
4764969,CANDIDATE,,8515
4768756,FALSE POSITIVE,0,8516
4769824,FALSE POSITIVE,0,8517
4773155,FALSE POSITIVE,0,8518
4830859,CANDIDATE,,8519
4832273,FALSE POSITIVE,,8520
5353938,CANDIDATE,0.951,8521
5359678,FALSE POSITIVE,0,8522
5380812,CANDIDATE,,8523
5385469,FALSE POSITIVE,0,8524
5385647,FALSE POSITIVE,,8525
5385667,FALSE POSITIVE,0,8526
5388229,FALSE POSITIVE,,8527
5389184,FALSE POSITIVE,0,8528
6421483,FALSE POSITIVE,0,8529
6421937,FALSE POSITIVE,,8530
6423922,CANDIDATE,0.413,8531
6428942,FALSE POSITIVE,,8532
6436505,CANDIDATE,0.993,8533
6437993,FALSE POSITIVE,0,8534
6442246,FALSE POSITIVE,0,8535
6443392,FALSE POSITIVE,0,8536
7137798,FALSE POSITIVE,0,8537
7177553,FALSE POSITIVE,0,8538
7177892,FALSE POSITIVE,0,8539
7185487,FALSE POSITIVE,,8540
7198648,FALSE POSITIVE,0,8541
7199935,FALSE POSITIVE,0,8542
7200102,FALSE POSITIVE,0,8543
7200225,FALSE POSITIVE,0,8544
8488381,CANDIDATE,0.532,8545
8111622,FALSE POSITIVE,0,8546
8112013,FALSE POSITIVE,0.276,8547
8115647,CANDIDATE,0.987,8548
8120820,CANDIDATE,0.358,8549
8123170,FALSE POSITIVE,,8550
8123937,FALSE POSITIVE,,8551
8128965,FALSE POSITIVE,0,8552
8129189,FALSE POSITIVE,0,8553
8878681,FALSE POSITIVE,0.003,8554
8879427,FALSE POSITIVE,0,8555
8879915,FALSE POSITIVE,0,8556
8881169,CANDIDATE,0.981,8557
8890996,FALSE POSITIVE,0,8558
8906676,FALSE POSITIVE,0,8559
8938628,FALSE POSITIVE,0,8560
8940961,FALSE POSITIVE,0,8561
8953278,CANDIDATE,,8562
9821078,FALSE POSITIVE,0,8563
9821428,CANDIDATE,,8564
9837013,CANDIDATE,0.933,8565
9848420,FALSE POSITIVE,,8566
9850387,FALSE POSITIVE,0,8567
