kepid,koi_disposition,koi_period,koi_time0bk,koi_duration
7272132,CANDIDATE,154.674369,177.3621,9.35
6437226,FALSE POSITIVE,372.62637,307.8836,18.52
2710623,FALSE POSITIVE,1.02087831,131.66089,2.429
3330684,FALSE POSITIVE,1.26132769,132.4274,1.244
2696703,FALSE POSITIVE,6.09406648,133.65981,2.085
7699298,FALSE POSITIVE,1.1578141,132.43684,3.253
8430053,CANDIDATE,15.9513866,146.45425,2.285
7115661,FALSE POSITIVE,0.566800926,131.81666,4.407
2853889,FALSE POSITIVE,24.1876477,145.8464,2.654
12458605,CANDIDATE,7.7859111,137.8734,7.788
4845862,FALSE POSITIVE,2.44926655,132.82121,2.988
10130057,FALSE POSITIVE,2.17812826,132.03068,2.601
4953173,CANDIDATE,31.183688,155.9588,6.14
9838608,FALSE POSITIVE,1.33259494,132.0286,2.783
4247811,FALSE POSITIVE,2.05048377,133.2849,3.67
6543645,FALSE POSITIVE,1.19550618,132.3006,3.337
5352640,CANDIDATE,2.94242323,133.86084,1.519
8738244,FALSE POSITIVE,0.683082998,131.73271,4.409
4157052,FALSE POSITIVE,0.791771167,131.523083,2.4463
10006641,FALSE POSITIVE,0.894172544,131.51006,0.8302
10815916,FALSE POSITIVE,1.68207624,132.12513,1.519
3547760,FALSE POSITIVE,9.8480917,136.80247,3.079
7281484,FALSE POSITIVE,0.566800593,131.8233,3.909
4848115,FALSE POSITIVE,0.969602551,131.93121,1.728
4048898,CANDIDATE,13.0914878,143.75198,2.037
5991765,FALSE POSITIVE,9.25801294,132.88335,2.854
3962872,FALSE POSITIVE,25.9554044,148.7989,8.491
11912911,FALSE POSITIVE,3.74788208,134.1709,4.183
7045435,FALSE POSITIVE,0.93479255,131.88578,4.5838
2972800,FALSE POSITIVE,361.43653,421.747,9.08
8573168,FALSE POSITIVE,0.89628253,131.54972,1.397
10801249,FALSE POSITIVE,1.67495622,131.8099,2.994
4587135,CANDIDATE,54.0812235,145.2689,6.279
3857860,FALSE POSITIVE,8.2344072,137.4733,2.808
5024252,FALSE POSITIVE,2.15052332,132.3132,3.447
7430876,FALSE POSITIVE,32.6122381,144.55067,2.886
4843592,FALSE POSITIVE,0.967073359,131.604602,2.4875
9602775,FALSE POSITIVE,3.5564279,133.5377,6.998
8955709,FALSE POSITIVE,0.942997994,132.24469,1.1658
7031430,FALSE POSITIVE,0.566796775,131.83811,5.471
7133294,CONFIRMED,13.6471211,132.2552,8.331
4381429,CONFIRMED,16.473474,142.68604,4.201
11912916,FALSE POSITIVE,3.74788322,134.17324,3.45
12108293,FALSE POSITIVE,0.705455349,131.67764,2.469
5301093,FALSE POSITIVE,488.67353,519.7805,12.35
5511659,CANDIDATE,8.5291223,135.74043,3.241
9640946,FALSE POSITIVE,1.08906057,132.0391,2.743
9776186,FALSE POSITIVE,1.48922187,132.3722,1.882
9752973,FALSE POSITIVE,0.716709761,132.05103,0.6969
8044600,FALSE POSITIVE,4.1083812,134.8932,3.279
10220837,CONFIRMED,1.962282625,131.53585,1.45
10991239,FALSE POSITIVE,0.523629052,131.63487,3.443
7583650,CANDIDATE,6.4546845,135.5436,3.071
9345819,FALSE POSITIVE,1.04588635,131.9887,2.833
9180566,FALSE POSITIVE,51.31346091,162.7018814,3.94
3867794,CANDIDATE,0.494247662,131.84441,1.2443
5819801,CANDIDATE,11.8299383,138.3039,5.168
11092040,FALSE POSITIVE,419.92898,134.7701,14.55
4851145,FALSE POSITIVE,1.23521458,131.9681,0.918
10292540,FALSE POSITIVE,1.085229874,132.10036,0.652
3732894,FALSE POSITIVE,1.540379557,132.00637,2.026
6276791,CANDIDATE,5.30179786,135.9927,2.24
6278762,CONFIRMED,3.60011712,133.25983,2.396
6276791,CONFIRMED,9.32867952,135.87513,1.572
8636600,CONFIRMED,6.38671206,131.52991,1.201
10220950,FALSE POSITIVE,158.348345,260.2924,10.55
10140122,CANDIDATE,0.849362238,132.14191,1.36
5033823,CANDIDATE,0.741768294,131.57747,0.4164
10342316,FALSE POSITIVE,0.93376962,132.4211,7.023
5305399,FALSE POSITIVE,322.48381,189.1585,22.99
3223433,CANDIDATE,61.083322,132.494,10.396
8803757,CANDIDATE,3.5944891,132.36207,2.557
12021811,FALSE POSITIVE,0.739404894,131.69907,1.753
9479306,CANDIDATE,4.8608059,135.76776,1.966
5437762,CANDIDATE,4.04481159,133.60007,2.479
3962684,FALSE POSITIVE,25.94964132,148.9825267,11.6411
4730442,FALSE POSITIVE,1.71051215,131.65812,1.284
9447166,CONFIRMED,62.869463,166.0137,6.842
9643043,FALSE POSITIVE,84.8062818,192.37227,9.0006
8151055,CONFIRMED,29.9632816,149.94353,2.6
7177555,FALSE POSITIVE,17.99643716,134.910537,4.164
3348082,CONFIRMED,11.63486009,140.50071,5.466
4996057,CANDIDATE,4.8302364,134.9522,7.983
8349399,CANDIDATE,56.446465,170.59,7.371
6043562,CANDIDATE,31.4202111,132.7457,4.021
10615440,CONFIRMED,10.8118317,137.13426,2.627
4919550,CANDIDATE,5.56676609,132.49956,1.812
5802292,FALSE POSITIVE,1.208528832,131.97963,1.336
5126932,FALSE POSITIVE,208.1871179,146.5337609,2.5404
10034146,FALSE POSITIVE,0.93198504,131.62897,2.0472
4175105,FALSE POSITIVE,0.60818508,131.62275,0.909
5645170,CANDIDATE,5.38613715,133.95782,1.943
8216763,CANDIDATE,13.2965044,136.5669,5.68
9110610,CANDIDATE,21.8420304,150.82731,3.843
2437897,FALSE POSITIVE,1.65320144,132.40988,1.525
9307966,FALSE POSITIVE,3.37487541,132.48977,3.085
5556726,FALSE POSITIVE,0.962825082,132.21375,2.8464
2554853,FALSE POSITIVE,309.494217,375.9225,13.716
5208962,CANDIDATE,0.876850385,131.77033,1.534
7889486,FALSE POSITIVE,24.2382519,136.62118,2.703
7889486,FALSE POSITIVE,24.2416103,155.0323,5.137
4742188,CANDIDATE,413.51856,374.3587,10.395
8301878,CANDIDATE,20.7106368,140.89982,2.693
8233802,FALSE POSITIVE,69.3788597,154.19137,3.807
7510820,CONFIRMED,29.3493852,148.46564,4.313
10221505,CANDIDATE,3.43633133,132.42697,0.675
6116035,FALSE POSITIVE,449.57274,153.3061,9.328
8958359,FALSE POSITIVE,245.059374,301.678,9.549
11658036,CANDIDATE,142.703888,212.0311,5.808
8397947,CANDIDATE,3.38080537,133.94842,3.275
6665860,CANDIDATE,10.4716194,136.2877,4.512
7983117,CANDIDATE,11.49500229,141.27511,7.602
5480884,FALSE POSITIVE,0.708726708,132.08629,0.753
12506417,FALSE POSITIVE,283.72675,392.671,15.49
10187563,FALSE POSITIVE,373.60683,246.5809,8.752
5769810,CANDIDATE,6.78788113,136.3345,2.26
12071754,CANDIDATE,5.47455167,133.55529,3.71
10384298,CANDIDATE,3.43861067,132.68641,1.264
3109550,CANDIDATE,4.8754765,133.29167,1.902
5544450,FALSE POSITIVE,4.29388808,133.51002,3.618
9307105,FALSE POSITIVE,13.5437884,135.27623,5.7076
6880517,CONFIRMED,65.6491001,174.79319,7.298
6615511,CONFIRMED,25.1593389,153.0404,5.198
6131130,CANDIDATE,10.5071781,139.66432,2.68
3632089,CONFIRMED,31.7787564,136.76929,8.093
4742452,CANDIDATE,5.4398033,135.1594,3.256
9959494,FALSE POSITIVE,1.332568744,132.04697,3.755
8397947,CONFIRMED,9.0194714,139.9234,5.92
7906892,CANDIDATE,8.8493948,139.786,6.928
4277304,CANDIDATE,51.567801,168.873,5.514
8626325,CANDIDATE,16.4491515,145.7441,6.696
3098605,CANDIDATE,0.428046051,131.83682,0.776
11456405,FALSE POSITIVE,0.814278961,131.64806,2.087
8320630,CANDIDATE,19.254536,148.0172,4.754
4544684,FALSE POSITIVE,2.1890751,132.09378,2.365
9005321,CANDIDATE,384.6961,365.0874,6.167
8975368,FALSE POSITIVE,2.42649862,133.70347,2.014
9291039,FALSE POSITIVE,8.80854183,134.02712,34.7564
5168498,FALSE POSITIVE,219.74735,239.9455,22.48
10489539,FALSE POSITIVE,19.7639874,134.17,12.319
9569711,CONFIRMED,6.05919881,133.67437,1.365
12314973,CONFIRMED,7.5143967,136.1851,4.865
3348082,CONFIRMED,33.1981761,142.09873,4.709
3632089,CONFIRMED,5.32784157,133.55005,4.696
5563300,CANDIDATE,71.05457555,134.734589,1.9162
12253769,CANDIDATE,20.5512722,141.087,4.639
12735830,CONFIRMED,31.827649,134.59995,1.639
8054719,CANDIDATE,7.5861587,132.7988,4.32
6592335,CONFIRMED,0.824000125,131.80421,0.855
5651829,FALSE POSITIVE,0.772152075,132.2074,1.78
4762283,CANDIDATE,42.04952379,167.3423568,2.1372
9094763,FALSE POSITIVE,1.08469871,131.7376,4.077
3849187,CANDIDATE,6.60180003,137.476,2.624
2976017,CANDIDATE,3.19938075,133.01116,1.761
6786224,CANDIDATE,3.04185157,132.50422,1.434
10338279,FALSE POSITIVE,5.660274452,134.46727,0.9077
4851239,FALSE POSITIVE,1.23512429,132.00059,4.22
5009688,FALSE POSITIVE,1.381257093,131.84079,1.125
11072016,CANDIDATE,1.89873195,132.09278,1.382
3245969,CANDIDATE,11.39110963,137.69665,2.749
10057494,CONFIRMED,2.41810158,132.38894,2.144
7902003,CANDIDATE,7.13044117,135.594,2.566
6587796,CONFIRMED,33.4203001,159.1401,5.307
9489953,FALSE POSITIVE,58.3437362,169.90401,22.482
5305240,FALSE POSITIVE,1.070982122,131.98355,1.255
11905409,CANDIDATE,18.0939004,139.01706,3.294
9571186,CANDIDATE,34.9524256,163.52048,1.717
9838060,FALSE POSITIVE,23.81578356,141.84883,3.7591
8554701,CONFIRMED,31.1748311,159.10049,3.79
5389632,FALSE POSITIVE,0.474811162,132.20477,1.169
9031209,CONFIRMED,47.0568476,161.05864,5.2232
5951416,FALSE POSITIVE,367.73299,302.3576,10.158
5612697,CANDIDATE,15.1516409,133.9226,5.105
8973285,CANDIDATE,7.4213444,137.493,2.361
4645833,FALSE POSITIVE,0.743495989,132.18904,2.255
8940918,FALSE POSITIVE,1.405887031,132.01147,1.184
3758922,CANDIDATE,17.7412303,144.3554,4.816
8360041,CANDIDATE,2.63527677,133.97919,1.997
9827596,FALSE POSITIVE,1.45728997,131.5882,3.582
9782748,CANDIDATE,147.388124,174.6537,8.781
2860656,CANDIDATE,4.11497357,135.318,3.025
6206559,FALSE POSITIVE,1.245331397,132.22902,2.566
5024429,FALSE POSITIVE,1.52593737,132.6849,1.958
9532117,FALSE POSITIVE,8.21429932,135.00609,3.099
6928906,FALSE POSITIVE,1.54945486,132.47682,6.698
9821151,FALSE POSITIVE,8.42943991,132.29198,2.441
8073705,CONFIRMED,10.60052083,132.98523,4.509
8330548,FALSE POSITIVE,0.9570701,131.7767386,2.75
4271474,CONFIRMED,21.8634638,145.2419,3.542
5130983,FALSE POSITIVE,86.4392931,144.58294,6.534
11497958,CONFIRMED,63.3354719,162.6161,3.651
11093538,FALSE POSITIVE,14.77820911,144.09725,5.395
11044779,FALSE POSITIVE,15.60862948,144.30211,6.6957
6438379,FALSE POSITIVE,389.14115,309.5721,7.93
9145415,FALSE POSITIVE,365.78863,187.5436,12.76
4545926,FALSE POSITIVE,2.4826619,133.78028,2.115
9396760,FALSE POSITIVE,2.17811908,132.02334,1.468
5119619,FALSE POSITIVE,1.11205787,132.01568,1.459
9582496,FALSE POSITIVE,224.447413,293.1378,4.986
7094944,CANDIDATE,7.5019743,135.0995,2.582
3343281,FALSE POSITIVE,21.8660922,138.517,2.03
2573108,FALSE POSITIVE,5.09506,132.4511,5.73
6425597,CANDIDATE,29.1206519,138.4718,2.89
9885417,CONFIRMED,0.689967868,131.63498,1.1688
3336476,FALSE POSITIVE,1.89132292,132.6489,5.607
10917433,CANDIDATE,6.91261536,132.15638,2.359
5091479,CANDIDATE,25.8616058,140.2048,7.78
9083564,FALSE POSITIVE,0.918420801,131.58576,3.533
7335713,FALSE POSITIVE,0.573709256,131.93854,1.4932
8331612,CONFIRMED,13.8353959,134.3082,4.961
8874090,CANDIDATE,18.9060921,140.82932,4.125
8331612,CANDIDATE,25.6970688,144.2286,3.739
5185765,FALSE POSITIVE,46.9434911,176.32544,1.368
5965819,CONFIRMED,19.5906103,144.65969,6.745
5965819,CONFIRMED,8.23983041,137.75528,5.619
8328916,CANDIDATE,6.07855,132.5345,3.408
11294883,FALSE POSITIVE,427.65334,136.2622,11.17
3832474,FALSE POSITIVE,412.041857,354.8569,5.572
10155029,CANDIDATE,2.131660527,133.13431,1.8585
11618569,CANDIDATE,5.75902182,132.16301,2.687
11973517,CANDIDATE,0.903763067,131.51926,0.562
5471566,FALSE POSITIVE,0.9628348,132.1907,2.259
7345248,CANDIDATE,5.66494448,136.33835,4.173
5814013,FALSE POSITIVE,1.57017249,132.1034,2.257
7117355,FALSE POSITIVE,0.566798364,131.81891,3.172
5653072,FALSE POSITIVE,3.22452656,132.50118,5.156
2707985,FALSE POSITIVE,1.89127438,132.68059,4.491
9899141,FALSE POSITIVE,1.33256944,132.05502,3.89
8183288,CONFIRMED,66.6504521,171.18229,5.744
11305996,FALSE POSITIVE,55.7002642,152.6957,4.285
5965819,CONFIRMED,3.54553077,132.37486,4.143
6690171,CANDIDATE,85.0624157,149.220739,4.6964
6859801,FALSE POSITIVE,10.88241656,132.677164,5.4674
7767733,FALSE POSITIVE,25.19830439,142.2240343,5.1942
5193659,CANDIDATE,14.3196417,134.16323,3.781
5201593,FALSE POSITIVE,0.50727675,131.77681,2.32
6220312,CANDIDATE,5.2736268,135.6461,5.291
6358937,CANDIDATE,24.5041103,140.1805,6.065
9007609,FALSE POSITIVE,1.316398648,132.2998,1.169
11038580,FALSE POSITIVE,419.4596,275.458,13.53
7771181,CANDIDATE,9.97202023,137.71181,1.425
9509223,FALSE POSITIVE,14.2005007,135.7279,5.232
6720773,FALSE POSITIVE,1.318347743,132.7886,0.871
8056651,FALSE POSITIVE,5.5834987,132.562,2.484
4665991,FALSE POSITIVE,1.12401084,131.64952,3.052
10191036,FALSE POSITIVE,1.21374652,131.735,3.371
8280511,CONFIRMED,5.24970432,135.46911,2.746
10420301,FALSE POSITIVE,45.4333769,172.93877,6.351
4366323,CANDIDATE,40.3511707,153.40933,3.97
2853029,CANDIDATE,72.9332762,198.11468,3.829
12156174,CONFIRMED,56.6746666,160.44836,5.516
4634135,FALSE POSITIVE,63.9005941,189.47344,8.2789
6955671,CANDIDATE,12.6878176,136.1525,4.262
5097856,CANDIDATE,483.36405,483.0784,15.61
4736644,CONFIRMED,16.2951259,144.80425,3.678
5876805,FALSE POSITIVE,18.17304501,355.230984,10.9113
5818068,FALSE POSITIVE,14.12678065,137.90377,5.9303
10139390,FALSE POSITIVE,358.56462,151.8698,11.64
8278073,CANDIDATE,12.0729757,142.429,3.783
5273713,FALSE POSITIVE,1.337561836,132.14597,1.575
3526331,FALSE POSITIVE,2.23755641,133.0574,2.089
10810859,CANDIDATE,82.401274,140.6557,6.48
7017274,CANDIDATE,11.91256675,143.15988,6.126
6767227,CANDIDATE,4.08197713,132.10953,2.943
11496490,FALSE POSITIVE,1.035268597,131.73249,0.5663
1430305,FALSE POSITIVE,359.3259,431.3267,9.836
7117549,FALSE POSITIVE,0.566805268,131.8224,3.721
2986833,CANDIDATE,0.912179022,131.81174,1.332
12055539,CONFIRMED,12.27057043,137.57434,3.002
12056139,CONFIRMED,13.2274753,137.71768,6.356
11853130,CANDIDATE,76.87935893,146.882451,2.3819
4774646,FALSE POSITIVE,0.559517155,132.07411,0.596
9345933,CANDIDATE,13.0151826,134.74697,3.613
10030778,FALSE POSITIVE,29.47316279,154.89251,6.4327
7870282,FALSE POSITIVE,0.580725004,131.73303,2.071
11153259,FALSE POSITIVE,1.94468659,133.2347,18.22
9021075,CONFIRMED,7.28116667,132.7518,2.716
5783938,FALSE POSITIVE,383.10017,286.3372,8.8
11338056,CANDIDATE,2.87998334,131.48485,1.658
3445812,FALSE POSITIVE,0.605556082,132.02856,1.2399
4473613,CONFIRMED,4.36125889,132.53228,2.174
10676750,CANDIDATE,21.08678557,135.5636,0.978
8960918,FALSE POSITIVE,1.19087362,131.71838,1.785
4647662,FALSE POSITIVE,1.06484622,131.5817,3.287
9822284,FALSE POSITIVE,0.969824139,132.28429,0.783
8940700,FALSE POSITIVE,190.60563,229.5171,14.33
9581589,CANDIDATE,5.19206571,134.5614,3.716
11804437,CANDIDATE,449.01499,144.707,12.58
9850966,FALSE POSITIVE,8.480305,135.8796,6.19
8747009,FALSE POSITIVE,410.11676,328.2965,13.97
8826007,CONFIRMED,54.5091549,140.82739,5.125
8280511,CANDIDATE,17.4532945,146.66244,4.027
8620402,CONFIRMED,14.1959621,137.01221,3.605
8379021,FALSE POSITIVE,11.52482874,134.08163,1.724
8104030,FALSE POSITIVE,46.84008579,164.134422,3.8198
4813793,CANDIDATE,6.70242786,133.17733,1.221
5282477,FALSE POSITIVE,0.992798625,131.70889,3.5065
7266212,CANDIDATE,7.79534033,138.03216,3.406
6681546,FALSE POSITIVE,186.72243,308.6018,13.35
6421137,FALSE POSITIVE,118.4039,195.109,5.593
9893278,FALSE POSITIVE,182.281992,159.6829,8.828
9419020,CANDIDATE,2.40174996,131.7811,1.413
4548162,FALSE POSITIVE,10.0102876,131.8186,5.33
4270799,CANDIDATE,115.238544,155.5989,7.653
8811490,CANDIDATE,21.7434141,148.935,8.143
7293937,FALSE POSITIVE,1.366964704,132.195909,2.3181
8043721,FALSE POSITIVE,0.77957913,131.7173,2.457
7985733,FALSE POSITIVE,0.544561598,131.94532,1.6053
8094120,CANDIDATE,5.6795377,132.95,3.757
6522824,FALSE POSITIVE,17.4453133,135.7562,5.14
6802536,FALSE POSITIVE,2.9788702,133.5035183,9.3
4750341,FALSE POSITIVE,1.97515457,132.6578,2.633
9935642,CANDIDATE,9.33955596,138.11016,2.058
6612327,FALSE POSITIVE,21.993112,131.68608,8.616
7285757,CANDIDATE,19.5489666,149.78882,1.78
7285757,CANDIDATE,7.41834569,133.51738,2.462
5211922,FALSE POSITIVE,27.6853358,132.70397,4.661
5280587,CONFIRMED,35.6225528,141.4514,4.845
8129005,FALSE POSITIVE,7.1403113,137.9994,5.891
4840156,FALSE POSITIVE,2.69487041,131.59964,2.553
4138008,CONFIRMED,112.303136,230.4383,5.869
4262040,CANDIDATE,92.461135,211.1951,14.344
6468904,FALSE POSITIVE,49.5387264,132.50072,2.238
5709906,FALSE POSITIVE,3.39155966,134.1211,3.87
4840672,CANDIDATE,9.2294726,136.173,2.446
9777556,FALSE POSITIVE,1.33254897,132.0549,3.083
7287677,CANDIDATE,18.3721835,149.4627,3.738
10753922,FALSE POSITIVE,18.2260472,133.5798,3.664
5980061,FALSE POSITIVE,0.630539713,131.99124,1.7407
7692248,CANDIDATE,17.99562529,145.60092,0.871
4059887,FALSE POSITIVE,1.018347376,131.69633,4.386
8288741,FALSE POSITIVE,0.659299289,131.738727,0.6908
6852354,FALSE POSITIVE,101.9743513,163.8034772,2.34
6691169,CANDIDATE,63.095068,158.1168,9.485
5816811,FALSE POSITIVE,4.45540935,134.4555812,4.14
5303346,FALSE POSITIVE,37.32483952,143.0389,6.9676
3858879,FALSE POSITIVE,25.951984,148.92323,20.585
8280511,CANDIDATE,21.7203362,134.7659,4.252
3120904,CONFIRMED,42.9136635,139.88848,5.227
3342467,FALSE POSITIVE,88.1804682,209.15533,5.033
11757451,CONFIRMED,177.668663,264.2428,9.298
2711597,FALSE POSITIVE,0.98041685,131.78321,0.919
8047428,CONFIRMED,92.263742,146.4247,8.605
11513486,CONFIRMED,6.64754478,137.13371,1.961
4851283,FALSE POSITIVE,1.23517588,131.9561,5.476
6520519,CANDIDATE,1.97650073,132.95624,1.788
9459162,CANDIDATE,3.79892774,133.289,4.112
5024138,FALSE POSITIVE,0.416995408,132.21942,0.8928
9969287,CANDIDATE,14.7401061,133.5305,5.637
9086001,FALSE POSITIVE,256.52387,366.9377,9.07
4927734,FALSE POSITIVE,3.0001191,132.9097,6.61
11189311,CONFIRMED,81.4160138,160.86387,14.175
10747501,CANDIDATE,4.7309013,135.19333,2.889
10586744,CANDIDATE,21.3761817,143.6293,8.543
11970050,CANDIDATE,6.58753699,138.0427,2.043
10031918,FALSE POSITIVE,8.5900471,131.9816,3.463
5276332,FALSE POSITIVE,357.82544,255.208,9.12
3544640,CONFIRMED,30.8278245,143.1448,4.214
10653179,CONFIRMED,47.1607932,150.25797,4.003
12066569,CONFIRMED,49.2768448,157.02073,3.787
6497146,CONFIRMED,35.2330694,135.36477,3.674
8625813,FALSE POSITIVE,45.3965379,136.9486,3.826
4651399,FALSE POSITIVE,508.807642,368.34861,4.495
5308296,CANDIDATE,36.721576,151.2481,7.758
9953575,FALSE POSITIVE,362.69427,154.1124,9.7
7887890,FALSE POSITIVE,370.35639,425.9854,12.75
3122872,CANDIDATE,96.81647,136.55813,10.227
4544628,FALSE POSITIVE,0.729724346,132.04276,2.699
9702945,CANDIDATE,3.51413723,132.40707,3.919
11401253,CANDIDATE,4.96504981,135.55399,2.212
7052511,FALSE POSITIVE,0.821472455,132.3003,2.433
4764774,FALSE POSITIVE,1.29019586,132.11311,3.741
10549902,CANDIDATE,1.141148847,132.24561,1.629
12416597,CANDIDATE,12.460565,139.2206,3.903
11135694,CANDIDATE,19.5945772,150.1394,6.77
9910828,FALSE POSITIVE,8.48032079,135.85214,5.791
10065053,CANDIDATE,409.87844,238.9944,10.58
11867608,FALSE POSITIVE,227.6258,143.8206,9.47
8016691,CONFIRMED,18.1373788,136.8106,3.844
6584273,CONFIRMED,51.1104797,143.77855,7.712
5768816,CONFIRMED,47.9869119,160.65401,5.342
3644071,FALSE POSITIVE,359.047933,295.76934,16.637
5360974,FALSE POSITIVE,29.8042694,150.6786,3.107
10291589,CANDIDATE,7.08757462,138.27614,3.342
10118266,CANDIDATE,3.74318005,135.13816,1.111
5695615,CANDIDATE,5.4169303,133.7916,7.512
4670267,FALSE POSITIVE,1.003049079,132.372429,7.9657
7435780,FALSE POSITIVE,0.933157032,132.35981,2.614
8938937,FALSE POSITIVE,37.1083458,166.2453,4.112
5651846,CANDIDATE,31.1920226,153.83296,2.849
10556180,FALSE POSITIVE,1.02104719,131.5654,6.39
12401132,CANDIDATE,7.630545,907.04471,3.63
12401132,FALSE POSITIVE,12.083457,134.475,3.536
8308070,FALSE POSITIVE,401.5907,172.2086,14.77
6424561,CANDIDATE,6.6716723,131.92708,2.693
6956136,FALSE POSITIVE,53.91278363,132.2733337,44.0504
10661917,FALSE POSITIVE,1.23142395,131.7651,2.186
10000162,CANDIDATE,409.38645,340.621,13.78
7799701,FALSE POSITIVE,386.828262,177.56829,5.045
6233483,FALSE POSITIVE,15.8733803,135.62779,7.4672
5392871,FALSE POSITIVE,42.3991752,151.96105,7.251
3858851,FALSE POSITIVE,25.95198823,154.88102,14.602
3858917,FALSE POSITIVE,25.9522401,148.91634,20.813
4466356,FALSE POSITIVE,14.12809896,137.11989,2.326
7949593,CANDIDATE,17.7662938,146.6886,3.079
9474232,FALSE POSITIVE,13.6917833,133.78898,4.198
3859151,FALSE POSITIVE,25.95633,154.7054,26.34
7098255,CANDIDATE,11.56722589,132.25385,2.507
11456279,FALSE POSITIVE,0.572937573,131.69432,2.576
4670361,CANDIDATE,631.56889,145.0148,14.37
5398002,FALSE POSITIVE,14.15849823,134.0065,46.356
6680911,FALSE POSITIVE,207.471349,254.0825,7.469
10356124,FALSE POSITIVE,12.3748247,138.0615,90.01
10584140,CANDIDATE,4.31724247,133.4243,4.126
8233326,CANDIDATE,3.74099144,132.2112,5.428
4940203,CANDIDATE,302.779824,355.5989,16.847
6286161,FALSE POSITIVE,14.54178117,144.269401,9.1151
5385471,FALSE POSITIVE,12.4261177,141.51156,28.5357
6368175,CONFIRMED,21.1876185,148.8101,3.69
5471158,FALSE POSITIVE,12.42560404,141.5345371,23.9402
4847843,FALSE POSITIVE,30.9604688,156.1377,14.992
5120225,FALSE POSITIVE,1.041619932,131.836717,8.1218
9656543,FALSE POSITIVE,2.544594443,135.040236,3.21373
10751515,FALSE POSITIVE,56.40651043,138.309825,18.4332
3348093,FALSE POSITIVE,7.964400574,131.563644,4.4761
6182846,FALSE POSITIVE,6.399101307,134.702264,4.7439
4939346,CONFIRMED,34.9168399,157.6693,7.343
6442602,FALSE POSITIVE,0.56678228,131.8571,4.725
9851126,FALSE POSITIVE,8.480303653,135.854594,7.48907
6268648,CANDIDATE,94.094392,196.7503,10.833
11455428,CONFIRMED,22.1270885,144.93039,4.472
10484409,FALSE POSITIVE,10.6784787,140.159,2.307
10935993,CANDIDATE,25.3736543,151.8667,2.619
5257082,CANDIDATE,10.08535311,140.97143,1.75
5796185,FALSE POSITIVE,42.55926555,161.57039,3.36626
8628665,CANDIDATE,10.2856373,141.20764,3.043
3945802,FALSE POSITIVE,24.2157996,133.4661,4.359
6265665,CONFIRMED,44.2018402,163.21471,4.949
5881307,CANDIDATE,393.95608,388.3294,13.89
4645174,CONFIRMED,15.0330623,131.89493,6.326
4645174,CANDIDATE,34.7496038,158.68412,4.548
8719419,FALSE POSITIVE,12.62530918,140.0602,3.163
9028474,FALSE POSITIVE,124.9357674,177.686517,7.5608
4349442,FALSE POSITIVE,12.72029843,140.3669017,2.4599
6124137,CANDIDATE,227.83457,238.7643,21.59
3644542,FALSE POSITIVE,119.6798032,176.106325,32.1928
6182849,FALSE POSITIVE,6.399107136,134.7016363,5.21981
9851142,FALSE POSITIVE,8.480304281,135.854534,7.46159
3442054,FALSE POSITIVE,117.6813778,147.206961,12.7591
4079530,FALSE POSITIVE,17.72722648,144.070402,4.1376
6445531,FALSE POSITIVE,1.71024931,131.6423,2.833
10677186,FALSE POSITIVE,100.4013273,216.083194,9.7436
9025914,FALSE POSITIVE,11.32028788,131.803042,4.82219
9366988,FALSE POSITIVE,1.219034103,132.100694,2.4494
11657614,CANDIDATE,24.352541,147.1949,2.782
11657614,CONFIRMED,5.94228603,133.804,2.169
5687986,CANDIDATE,382.30306,356.7308,8.83
11125797,CANDIDATE,58.1263775,163.11687,4.018
9785921,CANDIDATE,26.7575866,137.28717,5.858
3102000,FALSE POSITIVE,57.0599992,164.25706,7.463
6599975,CONFIRMED,14.5565618,141.03671,4.554
8266276,FALSE POSITIVE,0.837898153,131.98187,2.104
5887316,FALSE POSITIVE,0.603086711,131.664075,1.0869
4282191,CONFIRMED,41.7084063,153.53793,8.567
3559860,CANDIDATE,33.0257179,161.01,6.032
10651945,FALSE POSITIVE,25.36699067,138.8144224,5.9556
7117003,FALSE POSITIVE,428.3217393,276.530352,40.5992
3240159,FALSE POSITIVE,82.13761,196.1225133,6.11904
6147851,FALSE POSITIVE,3.06026014,132.762,2.545
9658118,FALSE POSITIVE,24.0612744,138.38747,19.9438
7132542,FALSE POSITIVE,66.36099916,168.379642,20.0614
8589754,FALSE POSITIVE,8.939461148,133.013944,6.19136
3757590,FALSE POSITIVE,135.5860768,177.9285627,5.54241
2437149,FALSE POSITIVE,18.79862195,138.028268,7.4782
9715925,FALSE POSITIVE,6.30828538,134.379945,2.48633
9529733,FALSE POSITIVE,4.80912667,134.07939,7.9331
9613070,FALSE POSITIVE,2.33211505,132.19683,2.96723
9967771,CONFIRMED,0.53835407,131.64999,1.5045
10845188,FALSE POSITIVE,249.3621183,279.658296,8.3559
6543893,CANDIDATE,3.80675878,133.7492,2.092
5709103,FALSE POSITIVE,0.664727127,131.63516,1.561
6705026,CONFIRMED,9.5084871,140.5602,4.372
6705026,CANDIDATE,34.1086562,158.431,6.405
6779726,CONFIRMED,47.0563327,173.9653,4.807
3098843,FALSE POSITIVE,179.8502233,225.3762426,2.95
5553959,CANDIDATE,10.0100312,131.61434,1.35
7288306,CONFIRMED,96.169569,170.2581,7.496
5887393,FALSE POSITIVE,1.55090374,131.61966,3.028
