kepid,koi_disposition,koi_period,koi_time0bk,koi_duration
4484336,CONFIRMED,8.94337724,137.30234,2.469
9580167,CANDIDATE,0.827151296,132.07927,1.385
9757613,CONFIRMED,12.28299829,170.39809,2.7096
10527135,FALSE POSITIVE,0.328686504,132.77146,0.8592
11752906,CANDIDATE,6.383159135,170.604622,1.7504
10916600,CONFIRMED,5.57654782,136.42668,3.673
8429314,CONFIRMED,115.6863392,246.98666,4.65
9153570,CONFIRMED,3.81371423,132.57465,1.973
11768142,CONFIRMED,38.0970717,140.00353,4.307
7984574,CANDIDATE,11.6191707,142.12335,1.819
9592579,FALSE POSITIVE,2.637574744,134.212775,5.4573
10336951,CANDIDATE,38.2292037,166.01191,3.893
8481129,CONFIRMED,16.3012727,133.79446,3.974
2142522,CONFIRMED,13.32354078,134.03671,3.873
9395719,CONFIRMED,2.607545159,131.83453,1.3916
8753896,CONFIRMED,3.24417541,132.94014,1.992
8240617,CANDIDATE,176.845697,197.27794,3.812
8746295,FALSE POSITIVE,6.85567248,136.01953,2.268
10090257,FALSE POSITIVE,2.28607282,133.557,7.82
11295426,CONFIRMED,9.60505976,136.37863,3.0063
10679583,FALSE POSITIVE,3.54789928,133.78212,2.861
11622985,CANDIDATE,18.0243482,144.27756,3.575
11361283,CANDIDATE,16.4793229,142.94163,3.312
8757824,CONFIRMED,3.65690909,134.95269,2.064
9832208,CONFIRMED,88.0712769,214.51304,6.758
6124512,CONFIRMED,8.38395796,134.41408,5.2
10070468,CONFIRMED,1.68189051,133.07951,2.992
10031656,FALSE POSITIVE,8.59000355,131.97492,6.68
7584650,CONFIRMED,44.9977604,160.2298,9.686
11337566,CONFIRMED,7.12815163,136.88006,5.522
6364215,CANDIDATE,2.10081629,132.26789,2.8182
10202759,FALSE POSITIVE,0.872952088,131.49734,1.4499
5007345,CONFIRMED,7.01074295,138.4027,2.1787
12120484,CONFIRMED,17.2922631,135.75448,7.042
6429812,CONFIRMED,94.289223,166.50826,4.102
6846911,CONFIRMED,14.02634692,135.17539,1.2808
5385439,FALSE POSITIVE,12.42586643,141.5137911,29.1428
5963582,CONFIRMED,25.5433704,140.58705,8.567
4476423,FALSE POSITIVE,33.8542586,132.1329,12.689
11403389,CONFIRMED,45.0909201,133.55146,4.605
9851662,CONFIRMED,15.0539886,135.53329,4.422
6467363,CANDIDATE,3.67936863,134.99021,3.47
6467363,CANDIDATE,7.4464635,137.3391,4.084
8758204,CONFIRMED,159.388788,226.9313,8.432
8733898,CONFIRMED,1.565412613,132.91281,0.7572
8733898,CONFIRMED,5.14892346,133.31971,0.9613
3228945,FALSE POSITIVE,0.730943372,131.49862,3.004
7008149,FALSE POSITIVE,0.515552803,131.651719,1.7869
10332213,CONFIRMED,2.522590567,131.64534,1.406
7090524,CONFIRMED,6.73968289,132.29296,4.183
11133306,CONFIRMED,41.74598855,210.399151,4.6125
6307063,FALSE POSITIVE,75.378004,167.11715,6.744
5871985,CONFIRMED,213.258526,268.13424,7.768
8292840,CONFIRMED,100.2830675,245.04318,10.8636
9730163,CONFIRMED,4.871223664,133.64255,1.5916
9730163,CONFIRMED,2.984157711,133.11908,1.2637
11453592,CONFIRMED,2.8867624,131.66592,0.9879
3834322,FALSE POSITIVE,0.498434645,131.57053,0.955
10073672,CANDIDATE,2.252976718,132.23957,1.7131
11188249,FALSE POSITIVE,2.75505467,133.42201,3.426
4677282,FALSE POSITIVE,1.572181216,131.77456,7.219
5097470,FALSE POSITIVE,1.28805834,131.9914,3.419
4858610,FALSE POSITIVE,2.72288246,131.90948,2.408
10591855,CONFIRMED,1.574090323,131.86116,1.5796
4832175,FALSE POSITIVE,0.947738312,132.38567,1.206
7749773,CONFIRMED,13.7872627,144.77403,5.747
9451706,CONFIRMED,14.4359459,141.51253,3.414
10064256,CONFIRMED,5.95958637,135.00822,2.899
6842807,CANDIDATE,16.6146221,137.33276,2.706
4381282,FALSE POSITIVE,0.497581917,131.6572,1.46
9815053,CANDIDATE,5.83892993,136.90293,1.1066
7609553,CONFIRMED,2.279523364,133.3576,1.6202
10122538,CONFIRMED,12.2854718,131.90073,2.996
10122538,CONFIRMED,5.53609368,131.88286,2.2942
9697131,CANDIDATE,3.09756897,131.55889,4.588
5480640,CONFIRMED,58.0337426,138.7412,5.584
5480640,CONFIRMED,14.4252635,136.75608,3.754
5480640,CONFIRMED,26.6757818,149.99527,2.696
5175986,CONFIRMED,0.868386354,132.06741,1.066
9008737,CONFIRMED,11.8288843,137.6991,3.337
9008737,CONFIRMED,14.7512034,137.1559,1.25
9692128,FALSE POSITIVE,1.480323978,131.7553,1.833
10917043,CANDIDATE,205.385912,284.18824,8.681
6521045,CONFIRMED,6.88707073,133.17797,4.4679
8167959,FALSE POSITIVE,165.75597,207.3074,8.45
4075015,FALSE POSITIVE,1.11431205,131.75649,2.112
6697605,CANDIDATE,3.42064689,132.30629,1.767
6697605,CANDIDATE,1.23935745,131.85254,1.683
6294819,CONFIRMED,0.675650404,131.68114,1.8261
12602314,CANDIDATE,1.407020118,131.60897,1.3766
5787131,CANDIDATE,24.4359956,134.8181,6.254
3230753,FALSE POSITIVE,17.7337356,143.9223,5.558
8358012,FALSE POSITIVE,10.06478627,135.24121,2.86
4664046,FALSE POSITIVE,1.12976597,132.526,3.096
11401755,CONFIRMED,16.23191704,171.67758,7.461
4180401,FALSE POSITIVE,15.4126766,144.9757,3.402
6350476,FALSE POSITIVE,1.110599919,131.57274,1.3493
8292840,CONFIRMED,21.86965714,140.29513,5.5177
5272233,CONFIRMED,9.02436414,133.54199,3.011
5272233,CONFIRMED,17.3408735,138.96694,3.398
11456382,FALSE POSITIVE,0.814280672,131.64736,2.326
3130548,FALSE POSITIVE,0.878855771,131.49524,1.1014
9593757,FALSE POSITIVE,2.49432176,133.61066,2.3269
6346809,CANDIDATE,17.57704569,137.73116,2.022
4275117,FALSE POSITIVE,1.00652785,131.71627,1.3175
6545051,FALSE POSITIVE,1.99566293,132.8585,4.514
5513866,FALSE POSITIVE,0.755111225,131.80687,3.164
4547603,CANDIDATE,1.400755743,132.02177,1.0562
5688910,CONFIRMED,25.8730914,143.28644,5.085
6345732,CONFIRMED,20.2642023,135.27919,4.664
5716763,CANDIDATE,1.28132831,169.665953,0.9157
6345732,CONFIRMED,7.44136102,137.74695,4.554
8611257,CONFIRMED,99.2532336,148.53067,7.208
3861611,FALSE POSITIVE,3.84933401,134.43526,2.299
12416987,CANDIDATE,119.0833042,163.56212,2.558
8259713,CANDIDATE,27.8813154,134.51369,6.346
10880507,CONFIRMED,6.4802138,132.8598,3.27
11098013,CANDIDATE,7.50790041,138.7047,5.646
5443604,FALSE POSITIVE,21.3910125,141.29764,3.512
12206313,CONFIRMED,14.3832267,140.57648,8.378
12206313,CONFIRMED,47.3186631,170.06035,10.465
9837661,CONFIRMED,11.12827427,139.54417,2.6118
7769819,CONFIRMED,2.21571296,131.82107,1.8211
11874577,CONFIRMED,34.4585495,147.82493,7.434
12164564,CONFIRMED,3.35184041,131.64441,1.9855
8190354,FALSE POSITIVE,1.615758517,131.68535,1.734
3425851,CANDIDATE,110.3783828,175.9317,12.211
10397751,CONFIRMED,3.4462125,132.22894,2.101
10397751,CONFIRMED,2.005414293,133.24526,1.934
10397751,CANDIDATE,4.28886792,132.37761,2.599
7815931,FALSE POSITIVE,1.868564038,132.51442,1.192
6679295,CANDIDATE,24.5752524,144.18324,2.258
9642292,CONFIRMED,15.1408916,143.74584,4.359
6356692,CONFIRMED,11.39169531,141.55983,5
6026737,CANDIDATE,10.1747037,132.3605,5.179
4991208,CONFIRMED,2.44358543,132.80194,1.852
8243283,FALSE POSITIVE,1.7592691,132.07552,2.381
9837661,CONFIRMED,2.226496196,133.37195,1.7073
9837661,CONFIRMED,5.72084599,134.66576,2.744
9092504,CONFIRMED,0.962864171,132.12548,1.6802
5383248,CONFIRMED,16.23847733,171.019564,3.9699
9092504,CONFIRMED,6.46004728,135.96779,1.979
10001368,CONFIRMED,4.76831033,134.86116,3.2363
9466429,CONFIRMED,44.616751,164.45238,7.831
4365442,FALSE POSITIVE,1.714410345,131.86549,3.336
8885643,CONFIRMED,3.40165617,132.06195,1.9617
5652893,CONFIRMED,14.00948631,132.96947,3.399
3241557,FALSE POSITIVE,1.703359172,132.46185,1.914
3957082,FALSE POSITIVE,3.77881664,134.208,5.819
8681833,CONFIRMED,1.311558909,131.53283,1.919
4138951,CONFIRMED,1.291233083,131.99105,1.855
3102384,CONFIRMED,10.57375145,175.067739,1.7259
10471515,CONFIRMED,3.7847507,133.50785,2.924
4935172,CANDIDATE,2.17291055,131.73552,2.139
8760040,CONFIRMED,18.2206024,141.37607,5.109
8760040,CANDIDATE,7.35101287,133.63951,2.757
10098844,CONFIRMED,47.4497134,173.4565,10.675
9467404,CONFIRMED,0.929906166,132.25126,1.743
5308666,FALSE POSITIVE,0.784513087,131.98751,1.9206
5184911,CONFIRMED,4.11585514,134.11726,1.4858
8176564,CANDIDATE,6.57159435,132.74598,3.1044
6587105,CONFIRMED,33.878639,160.21869,6.194
11662184,CONFIRMED,27.5722144,145.39543,5.256
11127479,CONFIRMED,2.12821621,132.48055,3.146
5428668,FALSE POSITIVE,0.703399912,131.65929,0.823
5041569,FALSE POSITIVE,2.5355023,132.20054,7.189
10604521,CANDIDATE,0.868122253,131.83212,1.5471
9899181,FALSE POSITIVE,1.332560553,132.05303,3.315
9899181,FALSE POSITIVE,18.936061,139.0725,22.27
8884274,CONFIRMED,10.65275054,136.08994,2.684
7767162,CONFIRMED,3.30040818,133.56723,4.462
4861791,FALSE POSITIVE,5.62950902,136.8607,6.542
4385148,CANDIDATE,13.84301228,139.95334,4.077
4385148,CONFIRMED,24.2758992,152.43133,4.59
9838468,CONFIRMED,54.4099612,175.40307,9.314
6781548,FALSE POSITIVE,9.12209336,138.83306,4.347
8617363,CONFIRMED,19.94752741,144.2469,1.756
11401755,CONFIRMED,13.84984567,141.64914,7.2783
7673192,CONFIRMED,6.12479773,134.93803,3.466
7673192,CONFIRMED,11.24284815,136.32084,4.241
7673192,CONFIRMED,4.02877097,133.76774,3.173
7673192,CONFIRMED,8.92114318,137.49071,3.933
11807274,CONFIRMED,7.81285862,172.6138,4.098
7670943,CONFIRMED,18.01164974,185.09162,6.7367
6697756,CONFIRMED,0.916142298,132.02221,1.1555
5649833,FALSE POSITIVE,0.597933473,131.95386,1.918
10518399,FALSE POSITIVE,2.69636494,132.99372,3.892
5905822,CONFIRMED,6.99205021,138.05147,5.037
10793172,CONFIRMED,12.0999065,143.04424,3.558
10793172,CONFIRMED,5.36375016,134.65014,2.94
7136729,FALSE POSITIVE,3.17319407,133.38365,2.512
6364276,FALSE POSITIVE,5.24368302,132.7109,10.873
4367854,CANDIDATE,5.1952021,133.34401,2.1552
5108946,FALSE POSITIVE,0.591280187,131.74406,1.1656
8801316,CONFIRMED,3.93766786,135.27724,4.655
10597693,CANDIDATE,31.6084371,134.68285,3.675
7466270,CANDIDATE,16.1558656,140.23012,3.798
10876237,FALSE POSITIVE,1.465943491,132.32801,1.513
12314973,CONFIRMED,28.45489091,176.706265,8.1593
3346154,CONFIRMED,1.952711161,133.160986,0.872
5308387,FALSE POSITIVE,0.620739667,132.10051,2.477
6233573,FALSE POSITIVE,0.587470828,131.49788,2.4382
10363281,FALSE POSITIVE,0.934924739,132.17846,2.052
4861527,FALSE POSITIVE,25.7054557,156.66709,6.059
5775129,CONFIRMED,3.84822189,131.9185,2.013
9898447,CONFIRMED,2.37752442,133.39854,2.307
5307568,FALSE POSITIVE,2.62838097,131.62343,3.193
11135308,CONFIRMED,1.877878538,132.26131,2.39
2985587,CANDIDATE,3.375716723,134.21319,1.5436
6521045,CONFIRMED,35.3331932,153.98249,5.966
8077137,CONFIRMED,15.0896415,175.95371,4.3349
7019524,CONFIRMED,5.30873978,134.25061,3.018
5106313,CONFIRMED,3.89524296,131.85929,1.689
9825174,CONFIRMED,0.740926358,131.91163,1.0163
5642620,CANDIDATE,75.8580035,165.5543,5.382
8429415,FALSE POSITIVE,1.352564873,132.04752,3.469
5014903,FALSE POSITIVE,7.72768833,136.19387,2.06
5980783,CONFIRMED,37.3033197,133.3072,7.793
8873090,CANDIDATE,10.16435076,136.43034,6.017
8560804,FALSE POSITIVE,31.9729501,133.88218,9.41
12008872,CONFIRMED,14.8877665,141.95432,4.981
8415200,CONFIRMED,4.52158614,133.21804,3.4702
4072333,FALSE POSITIVE,2.007750531,132.57843,2.0715
9886361,CONFIRMED,7.03146295,134.4525,5.922
9886361,CONFIRMED,54.2811949,140.71639,5.517
3730335,FALSE POSITIVE,0.596087893,131.82296,0.7159
6528464,CONFIRMED,12.58229808,175.02129,6.375
7428316,FALSE POSITIVE,7.12684695,137.42807,3.179
10275766,FALSE POSITIVE,0.661749944,131.86076,4.112
10275766,FALSE POSITIVE,354.95118,156.9947,13.02
6370120,FALSE POSITIVE,1.35477049,131.64321,1.618
5642620,FALSE POSITIVE,0.493393859,131.57378,1.1319
5209845,CONFIRMED,11.95401876,140.26226,2.656
9652649,FALSE POSITIVE,2.48883033,132.11766,4.268
11100670,FALSE POSITIVE,20.2340219,141.38622,3.674
6129524,CONFIRMED,0.88184263,131.68869,1.3117
5794570,CONFIRMED,5.448321078,132.49088,2.2213
5794570,CONFIRMED,1.116127169,131.84982,1.3235
5649325,FALSE POSITIVE,195.613824,167.73974,23.777
9958387,CANDIDATE,237.787237,196.97103,10.509
6779260,CONFIRMED,3.833087643,131.63482,1.51
11807274,CONFIRMED,9.37663713,136.95319,2.1033
5953297,CONFIRMED,5.62006198,132.95381,2.751
7659389,CONFIRMED,3.8259005,132.20163,1.8057
9472074,CONFIRMED,0.558841234,131.57991,0.7918
10842192,CONFIRMED,9.33648141,140.67893,2.5449
2442448,CONFIRMED,76.6139446,153.79301,10.22
11197853,CANDIDATE,0.698461304,131.85138,0.7887
9665922,FALSE POSITIVE,1.545388842,132.63059,3.037
11283615,CONFIRMED,1.289590179,131.89057,1.3541
7605093,CONFIRMED,0.634003002,131.89476,0.9207
3859363,FALSE POSITIVE,1.56859048,131.64081,11.591
8077137,CONFIRMED,22.8030252,153.37541,4.768
12023078,FALSE POSITIVE,0.623441939,131.990423,1.4053
6364162,FALSE POSITIVE,5.24364571,132.7242,16.984
7463685,CONFIRMED,8.98826122,138.83733,4.96
6716021,CANDIDATE,110.7556272,144.80528,6.819
11231334,FALSE POSITIVE,4.15743922,172.50464,9.572
8326342,CANDIDATE,14.4079035,142.02803,2.524
6878240,CONFIRMED,135.4978256,233.6923,6.769
6878240,CONFIRMED,22.2508509,149.43326,1.745
2436378,FALSE POSITIVE,8.53161917,136.27763,2.9596
6614629,FALSE POSITIVE,0.526615152,131.49908,1.0582
6630943,FALSE POSITIVE,0.690405794,131.7301,1.7407
4831728,CONFIRMED,10.10773789,135.1032,3.828
4831728,CANDIDATE,7.0956395,135.0007,3.465
3336765,FALSE POSITIVE,1.844857057,132.16167,1.6557
4270565,FALSE POSITIVE,18.0116764,139.19459,6.006
6528464,CONFIRMED,33.67280658,162.03676,8.2267
11963206,CONFIRMED,3.00912491,131.62696,2.228
4249611,CANDIDATE,79.2450351,161.5717,5.382
8263545,CONFIRMED,4.44589508,131.74309,2.3816
10068024,FALSE POSITIVE,2.023126394,132.07328,1.2771
9636563,FALSE POSITIVE,10.63609504,139.7996,3.48
6937402,CONFIRMED,10.3108232,141.5114,5.617
5475641,FALSE POSITIVE,1.069842837,132.4449,5.275
2853828,FALSE POSITIVE,1.077467951,131.58234,2.1125
7899070,CANDIDATE,126.4451275,166.49998,16.7151
4035667,FALSE POSITIVE,2.8736467,132.58652,1.682
9612825,FALSE POSITIVE,2.846517614,133.24348,4.228
7826659,CONFIRMED,211.032819,279.12891,7.119
7202957,CANDIDATE,1.716828304,132.03204,2.068
5513893,FALSE POSITIVE,0.755103143,131.81388,2.885
10514430,FALSE POSITIVE,20.71927223,184.73851,4.0388
8095441,CONFIRMED,11.87457664,140.21259,1.9797
5881813,CONFIRMED,109.6469948,190.67271,6.568
12456601,CONFIRMED,15.64588656,146.04926,3.959
10341917,FALSE POSITIVE,0.93375241,131.5113,6.352
3241604,FALSE POSITIVE,1.70336496,132.45889,1.7045
9591070,FALSE POSITIVE,0.764174368,131.68497,2.346
8227661,FALSE POSITIVE,1.85373924,132.66885,1.816
7428736,CONFIRMED,7.06321927,132.52395,2.411
5817986,FALSE POSITIVE,0.584310213,132.013258,2.1801
11129258,CONFIRMED,25.384175,137.77326,3.576
10586004,CONFIRMED,15.79196594,176.81888,7.2772
4939533,CANDIDATE,5.77207177,134.93042,2.605
4846856,CANDIDATE,46.151253,147.81245,5.346
7202957,CONFIRMED,8.16733851,136.20356,3.337
6521045,CONFIRMED,12.81590421,122.94682,6.3856
5790807,FALSE POSITIVE,79.99623328,207.126264,6.3339
8892303,CONFIRMED,5.424749327,133.728952,1.139
10265602,CANDIDATE,165.3447044,174.29621,3.09
5369827,CONFIRMED,3.606940379,134.77442,1.0418
5302643,FALSE POSITIVE,69.2002312,145.95159,5.679
6586746,CONFIRMED,6.26404774,132.82928,2.39
9962455,CONFIRMED,23.1985852,142.62801,9.821
9962455,CONFIRMED,5.77721259,137.16696,2.462
8687088,FALSE POSITIVE,0.905037231,132.21703,1.4351
6436029,CONFIRMED,59.4969009,146.95193,5.404
6197215,CONFIRMED,10.61345333,135.6898,0.9829
9451706,CONFIRMED,48.6303805,172.54736,7.0805
9244508,CONFIRMED,40.5289885,168.01669,10.604
9692557,FALSE POSITIVE,0.571940563,131.71371,0.9031
9366886,FALSE POSITIVE,0.633514386,131.56236,1.2792
3657176,FALSE POSITIVE,17.4166143,141.10369,2.445
3969687,CONFIRMED,16.3583482,141.25354,9.858
9369366,FALSE POSITIVE,36.0054414,144.34331,3.262
6716545,CONFIRMED,13.9093544,142.8769,6.765
4552729,CANDIDATE,97.4463194,204.83009,6.765
2989706,FALSE POSITIVE,1.257689465,132.503649,0.8399
5185897,CONFIRMED,4.081411554,133.85992,2.3239
5185897,CONFIRMED,11.41941928,142.11859,3.3075
5185897,CONFIRMED,6.83440674,136.86023,2.2726
3663173,CANDIDATE,174.636181,184.5253,15.679
9881077,CONFIRMED,24.4004378,135.62326,2.987
3097346,FALSE POSITIVE,4.029810359,170.69131,3.3316
5717567,FALSE POSITIVE,1.287622419,132.43069,0.821
6265792,CONFIRMED,0.935115863,132.20193,1.6172
9995402,CONFIRMED,3.57551429,132.86125,2.364
9109857,CANDIDATE,1.791877025,132.8762,1.166
5609593,CONFIRMED,136.205112,234.72601,5.568
5436338,CONFIRMED,6.30922043,133.99677,1.3251
11414465,CONFIRMED,2.94194296,133.1044,2.056
6716545,CANDIDATE,145.881936,194.6951,11.342
2708885,FALSE POSITIVE,1.146934644,132.2666,1.7247
6612284,FALSE POSITIVE,1.245353252,132.21522,2.152
10586004,CONFIRMED,82.2001239,208.79417,10.627
4483138,CONFIRMED,15.3626052,145.5732,3.736
9475552,CONFIRMED,0.843379985,131.966174,1.4474
9475552,CONFIRMED,6.56606941,134.49512,1.8455
8292840,CONFIRMED,10.49566303,172.79335,4.7356
5196864,CANDIDATE,2.50343279,131.94522,1.534
11071200,CANDIDATE,96.4562198,214.74931,11.195
11071200,CANDIDATE,44.5643831,143.43526,7.874
10905911,CONFIRMED,1.34155642,132.73743,1.6462
3545135,CONFIRMED,8.48299282,132.96583,2.505
6964929,CONFIRMED,0.665025941,131.65962,1.7542
6432345,CONFIRMED,234.635652,172.64615,6.965
8703129,CANDIDATE,253.374581,235.74025,22.889
11565924,CONFIRMED,13.32191461,142.7235,6.213
6607357,CONFIRMED,7.69994466,134.39282,4.432
6607357,CONFIRMED,4.77466043,135.16338,3.804
9451706,CONFIRMED,29.39337161,209.06737,7.0445
6186964,CONFIRMED,2.164570593,131.83142,1.2862
5471202,FALSE POSITIVE,12.4258343,141.5311,28.1171
9640439,FALSE POSITIVE,0.873227249,132.23359,0.7948
9693006,CONFIRMED,2.88878583,132.33651,2.977
6837283,CANDIDATE,21.1181653,133.59196,9.734
5613821,CANDIDATE,5.06092282,134.47316,2.586
6627507,FALSE POSITIVE,7.37453336,131.55947,3.745
5128673,CONFIRMED,87.9724227,168.29785,14.638
6690836,CONFIRMED,0.568874717,132.048771,1.2177
8639908,CANDIDATE,0.910020582,131.99239,1.7956
5481148,FALSE POSITIVE,22.023514,135.18349,1.932
11076400,CANDIDATE,1.07808492,132.03683,0.8551
7877978,CONFIRMED,56.5732318,146.57984,4.188
7903086,FALSE POSITIVE,1.846861455,131.90493,1.6605
12024120,CONFIRMED,3.568099612,169.74278,3.2131
8210018,CONFIRMED,132.9955503,258.3961,7.436
3642289,CONFIRMED,6.002548291,171.71419,4.1628
3642289,CONFIRMED,11.44865823,141.38705,4.953
3662838,CONFIRMED,24.85466504,173.99971,9.182
5966322,CONFIRMED,60.92818866,173.37212,6.3336
6029239,CONFIRMED,8.512037736,174.909816,2.1861
12106929,FALSE POSITIVE,5.93720557,171.57597,4.882
12107021,FALSE POSITIVE,5.93719982,135.95338,3.95
8248939,FALSE POSITIVE,1.63345402,181.8556,3.817
12404954,CONFIRMED,3.247548814,171.27807,2.5146
1571511,FALSE POSITIVE,14.02245146,177.5952096,8.08619
2438070,FALSE POSITIVE,2.442945167,171.09721,4.0145
3747262,FALSE POSITIVE,1.312459403,132.22569,1.459
10190075,CANDIDATE,11.1916199,138.04258,2.1
9070666,CONFIRMED,2.99792926,131.76579,4.398
3642335,CONFIRMED,60.8660974,179.28674,4.397
3328052,FALSE POSITIVE,2.11547854,132.0118,3.665
10749059,CANDIDATE,174.731515,252.5348,8.257
9119568,FALSE POSITIVE,5.54867998,133.9285,4.665
9119568,FALSE POSITIVE,1.22174063,132.0174,7.443
9020114,CONFIRMED,3.48412874,134.5504,1.422
6196457,CONFIRMED,13.74883059,179.279158,6.0968
7668416,CANDIDATE,0.858546796,132.14429,1.1
6029239,CANDIDATE,5.518195,136.584,1.81
6063220,CONFIRMED,4.603575293,171.840124,2.3499
6071903,CONFIRMED,24.30784323,178.36629,2.6054
6289257,CONFIRMED,19.67409703,176.27119,3.7535
10905239,CONFIRMED,3.487688776,170.932217,3.83661
11623629,CONFIRMED,81.737872,211.678818,6.6923
3545478,CANDIDATE,75.1122132,207.713987,4.9458
4815520,CONFIRMED,31.57865122,177.206237,2.12791
6603043,FALSE POSITIVE,110.3216727,197.365128,13.3624
7175184,CONFIRMED,5.88527364,174.42554,1.9531
7109851,FALSE POSITIVE,1.086486129,131.96598,0.8383
11565544,CANDIDATE,3.76562031,131.75562,1.288
7347246,CONFIRMED,86.1160885,134.8808,6.058
11403530,CONFIRMED,3.61460332,133.09123,3.227
5088536,CONFIRMED,8.45744892,139.06689,3.2893
12072872,CANDIDATE,2.46288834,132.80114,1.724
6609270,CONFIRMED,3.82223397,132.14965,1.924
12406807,CONFIRMED,17.067644,145.56929,6.026
8046689,FALSE POSITIVE,5.78542702,137.09181,2.271
5096590,CONFIRMED,29.6099055,137.3316,7.433
9650989,CONFIRMED,3.42390809,132.88326,1.773
6289257,CONFIRMED,5.21104597,131.53797,3.3447
6291837,CONFIRMED,35.5969684,187.52765,6.691
7024222,FALSE POSITIVE,1.633107509,170.19649,1.491
7024511,FALSE POSITIVE,66.1544958,175.64641,6.945
7050989,CONFIRMED,11.57890926,175.58603,2.7207
7175184,CONFIRMED,10.10463142,135.55718,2.369
8494142,CONFIRMED,42.88247951,203.6483,9.7471
11554435,CONFIRMED,9.43414171,177.84346,2.8112
8494142,CONFIRMED,22.95062278,151.53259,4.4814
5652983,FALSE POSITIVE,498.391282,244.08166,6.135
6471021,CONFIRMED,125.6291479,253.35079,9.108
7906671,FALSE POSITIVE,45.1178526,156.99133,3.737
8709688,CONFIRMED,4.17939037,133.84818,2.647
8241079,CANDIDATE,10.9192653,134.26789,4.572
3348285,FALSE POSITIVE,0.803835923,131.80207,1.397
11618601,CONFIRMED,2.76263737,132.99574,1.821
7582689,CONFIRMED,11.9216035,137.47581,5.009
7582689,CONFIRMED,6.80257947,138.0478,4.608
7582689,CONFIRMED,8.70312154,140.15531,4.807
9959589,FALSE POSITIVE,1.332557603,132.05691,6.043
9025922,FALSE POSITIVE,11.32029599,177.08388,4.5866
6196457,CONFIRMED,26.723169,147.93696,8.501
7050989,CONFIRMED,16.39926461,131.96806,3.4108
7419318,CONFIRMED,18.73577127,177.634372,3.0356
7419318,CONFIRMED,8.43639829,179.88704,3.2451
7603200,CONFIRMED,13.78109471,177.852785,2.3188
7603200,CONFIRMED,23.08902241,171.007634,1.7012
10905239,CONFIRMED,6.02977241,132.48162,3.961
7364176,CONFIRMED,135.1879934,190.93292,8.8191
8686097,CONFIRMED,172.7046083,236.92574,11.347
12356617,CONFIRMED,988.8811177,239.224189,5.9504
12643589,FALSE POSITIVE,44.14599042,211.531127,3.4015
12643589,FALSE POSITIVE,1.411627439,178.263426,1.0814
3323887,CONFIRMED,19.27082584,182.5436,4.1281
11618601,CANDIDATE,5.05368985,135.11296,2.514
7732285,FALSE POSITIVE,4.39049637,134.12735,3.0112
9716391,CONFIRMED,13.1829329,141.82648,3.594
6929841,CONFIRMED,3.51575492,134.29974,1.381
5088536,CONFIRMED,87.5177787,201.15451,2.55
5124254,FALSE POSITIVE,14.0498182,140.50396,2.907
11508644,CONFIRMED,14.2563272,133.40971,4.796
12168993,CANDIDATE,4.21223579,132.9291,7.898
8895758,CONFIRMED,0.968980781,132.41921,1.517
10031500,FALSE POSITIVE,8.589562,132.0335,9.885
7603200,CONFIRMED,10.31282204,133.53528,2.0138
7700622,CONFIRMED,35.58349688,189.03562,3.9885
8008067,CONFIRMED,15.77111067,184.90347,5.0574
8008067,CONFIRMED,157.0659976,481.26942,8.1289
8008067,CANDIDATE,7.305706326,131.77905,1.4228
3323887,CONFIRMED,38.90787517,175.425847,4.5271
7051180,CANDIDATE,1.951082219,157.54316,1.6975
3323887,CONFIRMED,1.59295975,182.08924,1.9313
2449074,FALSE POSITIVE,4.94402197,173.75192,4.062
2446113,FALSE POSITIVE,6.71725648,170.99733,2.5207
2446113,CANDIDATE,23.1375919,152.17335,3.35
11137180,CONFIRMED,6.07032548,135.30933,1.341
9838804,FALSE POSITIVE,1.33256952,132.03835,2.915
5903749,CANDIDATE,18.9763286,134.83396,2.379
5903749,CANDIDATE,6.34724702,133.00398,3.097
5524881,FALSE POSITIVE,7.19552624,136.03008,4.095
3756264,CONFIRMED,7.36272124,136.86143,1.3287
11572193,CONFIRMED,10.6761592,140.59136,4.594
11285870,CONFIRMED,4.48494315,135.01836,2.752
8581240,CANDIDATE,10.76800074,138.50669,3.494
8581240,CANDIDATE,4.32848303,132.5128,2.955
6196457,CONFIRMED,49.3567907,134.29533,10.954
8121310,CONFIRMED,22.20809549,206.35965,7.3327
8156120,CONFIRMED,38.5833679,174.84868,12.391
8684730,CANDIDATE,46.15119482,176.626026,6.3427
8700558,FALSE POSITIVE,4.79179893,173.51679,2.9283
8753657,CONFIRMED,2.426304127,170.455517,2.6624
8554498,CANDIDATE,4.780327581,132.974086,2.0253
3847708,FALSE POSITIVE,3.741231778,171.70626,2.469
3849155,FALSE POSITIVE,1.168310132,170.604205,1.31
3858804,FALSE POSITIVE,25.9525478,174.84275,21.328
3942670,CONFIRMED,33.4160553,171.33696,8.605
3942670,CONFIRMED,12.6119685,138.1189,6.372
6949898,CANDIDATE,7.64809462,137.21737,2.216
10585738,CONFIRMED,0.636424848,131.68872,0.947
7186665,FALSE POSITIVE,8.55935323,137.22854,4.303
2973386,CANDIDATE,31.0209175,138.01479,2.012
6388770,FALSE POSITIVE,21.3419702,134.094,10.73
7022573,CANDIDATE,2.118893997,132.8042,0.822
7676423,CONFIRMED,2.46050095,133.61605,1.861
