# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Mar 12 08:21:15 2022
#
# User preference: *
#
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN tid:            TESS Input Catalog ID
#
tfopwg_disp,tid
FP,239638934
PC,234489133
PC,160037058
PC,159332859
PC,142784687
PC,115453244
PC,112316665
PC,104986789
KP,103751498
FP,350445771
PC,102713734
PC,37862966
PC,21279791
PC,7548817
PC,458641144
FP,62530991
PC,458647887
PC,68007716
PC,284418751
PC,157698565
KP,12862099
PC,234832821
APC,229285649
PC,284122875
PC,258983679
PC,229167359
APC,151284882
APC,37089434
PC,220139435
APC,12036590
PC,235333495
PC,37749396
PC,234160911
PC,456844391
APC,191928543
PC,176772671
KP,189625051
PC,146776480
PC,355800238
PC,149539158
PC,269850928
APC,308883808
PC,63898957
CP,63898957
PC,268914377
FA,234282389
PC,149572298
PC,52315301
PC,263075864
PC,38965512
PC,273850708
PC,260537454
PC,231076038
PC,31943299
CP,70513361
PC,394346647
PC,388202128
PC,382259755
FP,403288821
PC,349410350
PC,308396509
PC,300604770
PC,262829328
PC,260541432
PC,259901731
CP,120916706
PC,391900348
PC,140067837
FP,231703293
PC,386131764
PC,318812447
PC,358557578
PC,119925436
APC,349408306
PC,458342769
PC,98753307
KP,122612091
PC,135036669
PC,162802770
KP,448589187
KP,152852327
APC,385332171
PC,372818426
PC,349966879
PC,234527228
PC,231833236
PC,230980206
KP,159951311
PC,453100296
FP,29830212
PC,372852036
PC,149394317
PC,200805484
PC,166851829
PC,231065398
PC,160004025
PC,31634579
PC,147456499
PC,164767175
PC,164767175
PC,372817671
PC,144125079
PC,423672208
PC,423666115
FP,277871306
PC,186936449
APC,170889511
PC,348684813
PC,192076548
PC,348835438
KP,166836920
PC,190721237
PC,190081497
APC,129372561
PC,1018843
APC,434496663
PC,179033846
PC,420016507
PC,398736713
PC,354517490
PC,323295908
PC,219253008
FP,219366908
PC,209408136
PC,200803270
PC,200320748
PC,161568891
PC,161479081
PC,159989004
PC,155993822
PC,98728690
PC,92363023
CP,220479565
PC,92359852
PC,71345362
PC,38399060
PC,30016082
APC,146467673
PC,140284353
PC,139445621
PC,139445453
PC,100683605
PC,77958378
CP,259377017
CP,259377017
CP,259377017
PC,56096837
PC,44791617
PC,43604949
PC,43475220
PC,32677675
PC,169448771
PC,457202957
KP,455036659
FP,452810327
PC,452810326
PC,259511357
PC,408231638
PC,396896334
PC,362026280
PC,332660287
PC,332534326
PC,311239796
PC,284859630
FP,269077474
PC,248655096
PC,176314383
KP,268766053
PC,169448297
PC,167714124
PC,153725446
PC,152477897
PC,119290630
PC,100780304
PC,100589633
PC,51830822
PC,42763678
PC,39724477
FP,279740441
PC,37240067
PC,34729329
PC,34466256
PC,34266522
PC,21505121
PC,20069685
PC,91869778
PC,445946478
PC,445145355
PC,319473643
FP,281979481
PC,301281965
PC,283303192
PC,282102605
FP,280212554
PC,279989567
PC,237770757
PC,237736186
APC,237632488
PC,237552878
PC,235448190
APC,373844472
PC,235300016
PC,231157209
PC,170367033
PC,168191686
FP,148233571
PC,148004811
PC,147437399
PC,147125706
PC,147034452
PC,134315574
FP,382188882
PC,130611752
PC,96736412
APC,79431527
PC,78441371
PC,53122063
PC,52976395
PC,284288093
PC,48806546
PC,443556801
PC,443534757
PC,439456714
PC,438057373
PC,437893926
PC,435934762
PC,420962989
PC,388934707
FP,36574157
PC,35636165
PC,35483319
PC,332860211
PC,319735319
,244161191
PC,317546777
PC,317417916
PC,306903715
PC,302976834
PC,302766000
PC,300204369
PC,281987399
PC,270677031
PC,255756918
PC,251209368
PC,122613513
PC,247518629
PC,237406657
PC,237362186
PC,235077268
PC,232139628
PC,232052748
PC,220076110
PC,206897186
PC,160347548
PC,156887426
PC,42054565
PC,147804034
PC,140287227
PC,139444326
PC,124379043
PC,44764338
FP,5024743
PC,193220940
PC,11936042
PC,192988021
PC,45655786
PC,38696105
PC,80682484
FP,78775584
FP,105801221
PC,133427311
PC,268187322
PC,306663205
PC,131581522
PC,285526706
PC,151483286
APC,387275908
PC,29781292
FA,29781292
PC,29781292
PC,29781292
PC,130948731
PC,281489322
PC,130349701
PC,271035369
PC,128135100
PC,268496304
PC,123462119
PC,440775339
PC,268042363
PC,114103134
PC,382626661
APC,307456716
PC,259165246
PC,107340585
PC,238335094
PC,156172268
FP,98286422
PC,144628120
PC,238020894
PC,81231810
PC,182470056
FP,277103955
PC,178577607
PC,79930628
PC,178162579
PC,79030066
PC,387342052
FP,177612321
PC,66151343
PC,175604949
PC,285524410
PC,61687533
PC,220459976
PC,453105377
PC,174206540
PC,52869977
PC,173818213
PC,50989813
PC,437156845
PC,172630205
PC,419148828
PC,47587394
PC,157655504
PC,150030205
PC,150030205
PC,419029830
PC,157572174
PC,231937059
FP,412257781
PC,157011920
PC,231337271
PC,409896170
PC,156949982
PC,147857396
PC,409264172
PC,2758565
PC,14709225
PC,155807906
PC,151930063
PC,119448220
PC,123106490
PC,385658469
PC,10827386
PC,348477542
PC,4999813
PC,146836153
PC,47316976
PC,344140617
PC,320541238
PC,142405475
PC,319932686
PC,318413374
PC,140019355
PC,318796593
PC,134183038
PC,80713983
PC,355796887
PC,201292545
PC,355655412
PC,342167886
PC,340559155
PC,340144218
PC,315120585
PC,315117300
PC,310537530
PC,308987429
PC,308612785
PC,307366709
FP,201233610
PC,298206077
PC,295093397
PC,290302097
PC,268125229
PC,267536225
PC,260120451
PC,192259856
PC,192003741
PC,191671884
PC,191496430
FP,49710555
PC,141574742
PC,141141249
PC,118406995
PC,101588793
PC,90127880
PC,89617284
PC,76663549
PC,75744886
PC,74881311
PC,74274839
PC,180285396
PC,48210046
PC,45896295
PC,45492609
PC,45299834
PC,45048546
PC,44510874
PC,34499178
PC,33651215
PC,33159936
PC,31975443
APC,355637190
PC,30300445
PC,29505837
PC,29418536
PC,29336129
PC,28945511
PC,24837152
PC,22020459
PC,18794442
PC,11417087
PC,5485318
CP,188570092
PC,5224772
APC,4729001
PC,3840990
PC,3233861
PC,340700241
PC,286152207
PC,302798365
FP,374847873
PC,357896777
PC,357299852
KP,327952677
PC,356206412
PC,304025075
PC,302527524
PC,469184909
PC,464328419
PC,464326872
PC,463508231
PC,463469906
PC,463203560
FP,462162963
PC,382463648
PC,462072242
PC,446684383
PC,444394183
PC,441334829
PC,439512298
PC,146841337
PC,136504576
PC,103245940
PC,103183399
PC,36452991
PC,115242351
PC,461136782
PC,453452264
PC,448536355
PC,437259571
PC,437253811
PC,423393242
PC,413372087
PC,361343239
PC,315096343
PC,311252710
APC,206686292
PC,289931756
PC,287145649
PC,211446495
PC,168449943
PC,168405330
PC,168384845
PC,148497855
PC,141631253
PC,105759569
PC,97825640
PC,156075294
PC,73433128
PC,49046332
PC,49045066
PC,48768158
PC,36718161
PC,36381058
PC,35855047
PC,35652085
PC,34737413
PC,34505005
FP,166697854
PC,23435610
PC,468977648
PC,402053027
PC,400762242
FP,400395395
PC,386297468
PC,386161311
PC,384034837
FP,383666033
PC,357634632
PC,144301052
PC,357202877
PC,356461227
PC,437560683
PC,383949205
PC,383806208
PC,357801293
PC,356200601
PC,122418622
FP,45684223
PC,45296362
PC,229111835
PC,45191604
PC,45054849
PC,287721202
PC,454248975
PC,452576848
PC,452464529
PC,449491381
PC,282091492
PC,467955232
PC,465540915
KP,145750719
PC,465275307
PC,460686828
PC,401283491
PC,398725538
PC,391645374
PC,390444761
FP,390157607
PC,376209245
PC,376036292
PC,373033374
FP,262530873
PC,372596795
PC,371864043
PC,361219651
PC,360706000
PC,357538688
PC,344568128
PC,323966987
PC,316652224
PC,304426002
FP,303867090
PC,102030574
PC,302003748
PC,288224503
PC,287584141
PC,269859655
PC,267712001
PC,160522555
PC,67798337
APC,67622702
PC,464711858
PC,464067218
KP,114749636
PC,463681005
PC,463590116
PC,463343283
PC,463103749
PC,463070290
PC,462135459
PC,461968320
PC,459157691
PC,458995583
PC,457268255
PC,9100874
PC,452049244
PC,452006073
PC,451084885
PC,448744179
PC,447976172
PC,447891218
PC,447593267
PC,443341002
PC,443042089
PC,441444262
APC,281710229
PC,439926641
PC,432467894
PC,428699140
PC,405620289
PC,397423462
FP,376740324
PC,374158843
PC,364427226
PC,362607799
PC,347715478
PC,228507250
PC,309913305
PC,306255021
PC,274911536
PC,272885406
PC,272645619
PC,270075071
PC,229465678
PC,163262555
PC,163260812
PC,163030461
PC,175477257
PC,162620529
PC,157213708
PC,147092818
PC,133129971
PC,132963419
PC,124454726
PC,124453339
PC,124174267
PC,124146529
FP,120723776
APC,434105231
PC,104022675
PC,103832313
PC,98662211
PC,94346376
PC,94011343
PC,93093765
PC,80778619
PC,73082014
PC,58461209
PC,57793060
APC,180145006
PC,22384839
PC,14715294
PC,61117473
PC,60768923
PC,454918388
PC,160023
PC,454876465
APC,17361
PC,453677947
PC,4711
FP,9102327
PC,453396346
PC,2876
PC,448923766
PC,448775221
PC,448688668
PC,448098793
PC,418471796
PC,395514100
PC,270347814
PC,48661942
PC,316769613
PC,394900138
PC,394443982
PC,387791274
PC,384244834
PC,361176558
PC,360816296
FP,360816293
PC,359572563
PC,323980895
PC,296670796
FP,66356824
PC,195256633
PC,36607746
PC,467484304
PC,466318137
PC,465176038
PC,457272901
PC,457110913
PC,456962262
PC,451254008
PC,449549170
APC,8988289
PC,440872576
PC,438777551
PC,433546897
PC,425316308
FP,419946164
PC,419858461
PC,412371819
PC,411796826
PC,410554986
PC,403911354
PC,402319411
PC,400712525
PC,399058051
PC,398502253
PC,398466662
PC,392112968
PC,391510223
PC,389999924
PC,383410746
PC,381996371
PC,378227267
PC,206352378
PC,372960748
FP,372596796
PC,372448111
PC,370385007
PC,366248595
PC,363661031
PC,363632843
PC,245027119
PC,363202582
PC,361998994
APC,389753172
PC,344745774
PC,342375120
PC,336613507
PC,334757798
PC,333511802
PC,332880327
PC,331297805
PC,331160996
PC,121625070
PC,330885564
FP,188593930
PC,330014070
PC,329921262
PC,329691586
PC,329609449
PC,326662822
PC,322862882
PC,321802774
PC,320994166
PC,319949055
PC,319806044
FP,175476629
PC,318668441
PC,323002911
PC,316236118
PC,314013231
PC,312508092
PC,307888842
PC,306547699
FP,309436531
PC,305739565
PC,305492348
PC,198077394
PC,304950588
PC,303883880
PC,303686889
PC,297668572
PC,297457992
PC,401952328
PC,295233473
PC,294385899
PC,294365631
PC,290263093
PC,251852984
PC,289445553
PC,280857321
PC,269439355
PC,265633507
PC,260776145
PC,243641947
FP,242460075
PC,242389810
PC,241752370
PC,241569046
PC,156002449
PC,241514551
PC,241326434
PC,209923610
PC,209707800
PC,208091447
PC,203476998
PC,179715231
PC,167597352
PC,165667705
PC,159262969
PC,66413476
PC,125424836
PC,121194926
PC,112037211
FP,112037203
PC,107506563
PC,83395136
PC,322901324
FP,76505260
PC,369789627
PC,68523365
APC,144336525
PC,370138999
PC,358070912
PC,280096473
PC,469821652
PC,468055102
PC,466167563
PC,451566438
PC,410372968
PC,410358456
PC,410314178
PC,206669860
PC,407922734
PC,406236094
PC,388280249
PC,372443687
PC,360822008
PC,325275736
PC,320327056
PC,319568619
PC,304130406
PC,179987678
PC,139357541
PC,290302491
PC,254142310
APC,219924802
PC,201660996
PC,166220082
PC,114181798
PC,113648563
PC,113117112
PC,79920467
PC,31786438
PC,169765334
FP,31697707
PC,464593883
PC,464481762
PC,464445045
PC,464280516
PC,456574511
PC,456560485
PC,451538240
PC,407772585
PC,390723664
PC,27966179
PC,384299730
PC,384016413
PC,383299778
PC,381982417
PC,381789320
PC,380775661
PC,369861731
FP,369861728
APC,365554300
PC,365021641
PC,262531275
PC,364072092
PC,337274055
PC,332314607
FP,327210623
PC,315398848
PC,312030014
PC,311565540
PC,311292015
PC,310854881
FP,310267134
PC,139285832
PC,307320565
PC,306648160
PC,306357884
FP,305512837
PC,304695574
PC,303617735
PC,301455423
PC,292477426
PC,276647494
PC,256158543
PC,224245334
PC,255768108
PC,194795551
FP,194179013
PC,193782529
PC,160930264
PC,120033290
PC,119950057
PC,119089245
PC,86419190
PC,86021841
APC,233964642
APC,76761591
PC,75919790
PC,75076261
PC,58046864
PC,57093805
PC,21997420
PC,6404965
FP,131581531
PC,131347421
APC,50909831
FP,41865539
PC,4959676
PC,941340744
PC,33840683
PC,391903064
PC,391903064
PC,260367888
PC,382045742
PC,229138584
FP,412259468
FP,146244533
PC,360714300
FP,55452495
PC,342343963
APC,440324561
CP,464300749
PC,385858569
PC,280655495
PC,34297761
PC,220547837
PC,131730580
PC,131419624
FP,190981760
FP,155986102
PC,131250246
PC,186470510
FP,131036011
PC,186459119
PC,131025778
FP,185482513
PC,130797885
FP,184670625
PC,133655284
PC,130191319
KP,116156517
PC,176148945
PC,129881395
PC,13737885
PC,175317833
PC,118603213
FP,175079720
PC,174426662
PC,118072143
FP,173860688
PC,419419534
FP,69838258
APC,96055535
PC,173824688
FP,80174172
PC,173260345
PC,59536337
PC,170405772
PC,56630436
PC,154616309
PC,46999289
FP,153197346
PC,80439101
PC,437215469
PC,26051436
FP,152685831
PC,133107143
PC,18795429
PC,152326573
PC,410159011
PC,152005053
PC,7904580
PC,405485201
PC,33911302
PC,238012337
PC,150424946
PC,396794358
PC,149745822
PC,131348451
PC,386456916
PC,145910571
PC,332710679
PC,437144507
PC,145904365
FP,415969574
FP,293978434
PC,145023816
KP,286099128
FP,144970275
FP,283702603
PC,144682439
PC,277833423
PC,144467913
PC,271486001
PC,134551640
PC,66497310
APC,118329434
PC,270649648
PC,133849258
PC,270471065
PC,270457662
PC,238162973
FP,132320310
PC,132313173
PC,455272393
PC,394338713
PC,13023378
FP,208030798
PC,393196631
PC,207981861
PC,392995938
PC,161299119
PC,364431259
PC,149022647
PC,363749415
PC,143934343
PC,363083571
PC,308208458
PC,126125073
PC,361710792
PC,360475034
PC,360473750
PC,359426909
PC,358938714
PC,357661805
PC,357312511
PC,340228388
PC,335860261
PC,118327533
PC,39858507
PC,334080358
PC,324116813
PC,292889298
PC,290504044
PC,454361389
FP,284254253
FP,453289469
FP,282091493
PC,447192619
PC,224271611
PC,277538491
PC,407166076
FP,275562670
PC,406861922
PC,274367763
PC,403507814
PC,272983172
PC,402391147
PC,255909950
PC,402219289
PC,70785910
PC,254909777
PC,396316939
FP,254629854
PC,395926728
APC,221882319
PC,394672497
PC,221861843
APC,301160638
PC,394570569
PC,221785300
APC,382474101
PC,394492339
PC,208719443
PC,81077799
PC,203377303
PC,165827520
PC,272167060
PC,448358913
KP,21113347
PC,310294189
PC,446370039
APC,199731190
PC,443666343
APC,98957720
PC,452281203
PC,459850897
APC,117689799
PC,390988385
PC,102159710
FP,86451883
FP,278968371
PC,244912396
KP,228381868
PC,57753734
PC,416368336
FP,40779013
PC,244487927
PC,1870990135
PC,198725468
PC,30254887
PC,123007594
PC,1712954983
PC,417129824
APC,47423120
PC,120101789
PC,429036977
PC,106224627
PC,417047499
FP,106224626
FP,373576942
FP,89876424
PC,355748785
PC,67247610
PC,326203952
PC,100099031
APC,64214215
APC,316038054
PC,42484503
PC,313408643
KP,27916356
PC,304514922
FP,27844066
PC,294599100
PC,27459498
PC,294594423
APC,100097716
PC,17865622
PC,291147951
APC,16187321
PC,275887811
PC,15460993
PC,274641986
PC,13424053
PC,274075364
FP,271167979
PC,269269740
PC,183593642
PC,248058363
PC,247283596
PC,247283054
PC,239628993
PC,239585909
PC,233415701
PC,230840853
FP,271042173
PC,195750008
PC,184468386
PC,369336146
PC,184295571
PC,172754786
FP,193708920
KP,169461816
PC,193482096
FP,1965256662
PC,169187982
PC,452658846
PC,160390955
PC,436314778
PC,220016044
PC,136122328
PC,2010186093
FP,1976308113
PC,407905370
PC,407694390
PC,407658979
PC,405897415
PC,396133015
PC,358186451
FP,316606244
PC,321982642
FP,305478010
FP,295413003
PC,290308758
PC,289895191
PC,289100911
PC,287591638
PC,286080865
PC,267373896
PC,265242905
PC,260761464
PC,80432617
APC,236638487
PC,190479710
PC,162387333
PC,162289289
PC,162179096
KP,440113053
PC,352690548
KP,267650535
PC,352469839
PC,194461202
FP,13023738
PC,343726435
PC,191202679
PC,331146317
PC,13961554
PC,330135981
PC,329373799
PC,315907220
PC,277505161
FP,267867517
PC,267861788
APC,144276942
APC,267484653
PC,252549844
KP,233948455
PC,233795794
FA,233831759
PC,173711153
PC,173298412
PC,173176491
PC,65981892
PC,64938667
PC,305048116
PC,620780629
PC,435861696
PC,432761635
PC,422881018
PC,414922696
PC,1980725947
FP,398912927
FP,1979500576
PC,238624131
PC,455784423
APC,262530780
KP,189380158
FP,429414530
PC,186292194
PC,429218084
PC,80478272
PC,428003305
KP,61205803
PC,370981403
PC,47094691
PC,365447203
PC,47425697
PC,200917197
PC,192878624
PC,186614891
PC,453230066
PC,445496795
PC,184733148
PC,445407434
PC,149855074
PC,433144048
PC,139559780
APC,118586896
PC,139507260
PC,415976665
PC,116848450
PC,410552165
PC,396556650
APC,94609570
PC,77258279
PC,381544766
PC,71854732
PC,374778982
PC,251878904
PC,67517533
PC,370123525
PC,65446983
PC,354151219
PC,348437470
PC,65440953
KP,346626688
PC,63717709
PC,467580267
PC,63470437
FP,9033144
PC,331854794
PC,312345863
FP,50943163
PC,452964680
PC,308613965
PC,34646336
PC,302470965
APC,458876004
PC,34551972
PC,285354178
FP,77031413
APC,311703724
KP,285272237
PC,28961316
PC,264912889
PC,28873762
PC,252118701
PC,13533330
PC,250803548
PC,245509452
PC,241135327
PC,175482273
PC,240989628
PC,240959810
PC,240864953
PC,240823272
PC,470822809
PC,203096531
PC,202872757
APC,470783598
PC,266425782
PC,266401846
PC,251855940
PC,417676091
PC,266213232
PC,385400633
PC,260962960
PC,367616146
KP,259506033
PC,252430813
PC,366311757
PC,251652214
PC,356322454
PC,156016136
PC,174826170
PC,355008856
PC,354442783
PC,171160885
PC,155867025
PC,354293303
PC,155351556
PC,348099535
PC,417942201
PC,150074121
APC,441075486
PC,347051112
PC,143687316
PC,346015394
PC,3027681
PC,143642240
PC,339250695
PC,122695048
PC,339207847
PC,116257066
PC,322160664
FP,9032368
PC,417844678
APC,115457180
PC,321894059
PC,321436679
PC,105135774
PC,317252733
PC,98620619
PC,96074951
PC,312689217
PC,311441461
PC,183675732
FA,87597187
PC,701926762
FP,286696848
PC,87091417
PC,86075481
PC,666567477
FP,284747017
PC,647636934
PC,82622707
PC,284174392
PC,280097543
PC,468777766
PC,284173938
PC,81597356
PC,467783290
PC,81593515
PC,281196902
APC,67300566
PC,445751830
PC,280254984
FA,27244707
PC,144301273
APC,440186528
PC,275703182
PC,9833284
PC,432114158
PC,275702126
PC,432078760
PC,9830791
PC,274545328
PC,268172361
PC,428251130
FP,139285736
PC,8621049
PC,3364732
PC,426319499
PC,266772500
PC,704012376
PC,68850908
PC,68388114
PC,802227190
PC,53307409
PC,742648307
FP,20892672
PC,468832904
PC,470974162
APC,396813816
PC,459755750
PC,339503267
PC,458419328
PC,321250206
PC,457104362
PC,312811620
PC,453410966
FP,220396259
FP,29117085
PC,400432230
PC,453348525
PC,29105766
PC,416539317
PC,253030300
FP,393251073
PC,252912175
PC,22683951
PC,373614579
PC,100014359
PC,21291176
PC,373612558
PC,190250689
PC,353498819
PC,312991501
PC,189852832
APC,16076354
PC,289661991
PC,138497780
PC,252876117
FP,207084429
PC,239136269
PC,138475192
PC,239134248
PC,4605846
PC,155873992
PC,149995163
PC,102848207
PC,99572130
PC,99097200
PC,95660472
FP,229091748
PC,95234976
PC,88485645
PC,88385463
APC,81212289
FA,71134735
PC,39077574
PC,9346507
FA,8677530
PC,841226526
PC,801354155
FP,167418898
PC,445807396
PC,393853275
PC,356736743
APC,356539624
PC,355953198
PC,330795142
PC,900240532
PC,308073360
APC,307915084
PC,298074043
FP,155995204
PC,287231664
PC,252474634
PC,165985431
FP,841226527
APC,165885558
PC,156816238
KP,149918151
PC,149917086
PC,147994863
PC,147890655
FP,300810086
PC,143008050
PC,142739544
PC,142635225
PC,142618165
PC,142562395
PC,126325149
PC,125552076
PC,105379013
PC,86273567
PC,1122079
PC,238059180
PC,416542079
PC,396950329
PC,141205978
PC,383531543
FP,1001477809
PC,376688393
PC,376632626
PC,320208949
PC,310994622
APC,253044312
FP,92359850
PC,165989915
PC,165468291
PC,165431806
PC,154126149
PC,154105890
PC,153978165
PC,150388393
PC,144310492
PC,141275395
PC,139086171
KP,422655579
PC,138973825
PC,136998882
PC,101643582
FP,99330090
PC,86263325
FA,55748194
PC,48220826
PC,21549805
PC,18067025
PC,950525831
FP,271900960
PC,18017227
PC,459215281
PC,3896759
PC,458424950
PC,165464482
PC,3808740
PC,445837596
PC,154181821
PC,450337675
PC,441697509
FP,250386181
PC,366755319
PC,357373216
PC,310094771
PC,288434231
APC,233462817
PC,180672438
APC,180607846
PC,165723070
PC,165412561
PC,161003569
KP,382391899
PC,158617175
PC,158497525
PC,156648452
PC,155898758
APC,139118482
PC,81247877
PC,68074302
FA,68035558
PC,23815847
PC,23769326
APC,328350926
PC,2016376984
FP,1101909431
PC,1101855081
PC,467265105
FP,456042145
FP,435167167
PC,434171145
PC,434171113
PC,427153307
PC,422554579
FP,29960109
PC,422514153
PC,421336001
APC,408094424
PC,388393034
PC,375981105
PC,372207084
PC,371676181
PC,367425982
PC,367333043
PC,366115856
APC,9858404
PC,346081845
PC,345697569
PC,345329200
PC,343330330
PC,338065029
PC,336824844
PC,336399144
PC,336092760
FP,335489455
PC,334493051
APC,38541473
PC,334394274
PC,334385701
PC,321861405
PC,320503729
PC,316453500
PC,314375831
PC,309849817
PC,305550963
PC,279383896
PC,275421144
CP,178155732
CP,178155732
CP,178155732
PC,272785423
PC,272219353
PC,271761420
PC,271439193
PC,270435047
PC,269043098
APC,262880826
PC,256867493
APC,252071095
PC,252049912
FP,219379012
PC,237221436
PC,237077180
PC,284206913
PC,233654042
PC,156007004
PC,155947004
PC,154293917
PC,116382006
PC,468329664
FP,444523623
KP,1129033
PC,312548829
PC,312548415
PC,25773352
FA,20303110
PC,20182780
FP,604863428
PC,470911286
FA,452972453
PC,452938965
PC,444413256
FP,219388773
FP,420446142
PC,418133917
PC,403347341
PC,403340402
FP,372505528
APC,347210614
PC,347011522
PC,327004130
PC,320281287
PC,284528889
KP,35857242
PC,283015592
PC,83148519
PC,83053699
PC,399346877
PC,397924314
FP,395773226
FA,390048041
PC,389910188
PC,379629854
PC,368734712
FP,259701242
PC,352682207
PC,352682207
PC,352682207
PC,289264348
PC,280315875
PC,279265701
PC,85791385
PC,85429139
PC,461491274
PC,407313319
PC,407243316
PC,284305328
CP,120896927
CP,120896927
FA,10974783
PC,10507330
PC,1271152446
PC,470678283
PC,470169396
PC,441730540
PC,428963229
PC,427866520
PC,406634633
PC,393633044
KP,257567854
PC,390021939
PC,389968080
FP,387603144
PC,387330895
PC,375654303
PC,372392226
FP,367913453
PC,367287018
PC,366580825
PC,366120401
KP,166833457
PC,356786657
PC,345645749
PC,332393279
PC,322262448
FP,307956396
PC,298264260
PC,284760740
PC,279769094
FP,279605855
PC,259274960
FP,176984236
PC,255865833
PC,237101326
FP,236775063
PC,235684392
PC,233719215
PC,233053554
PC,232567319
PC,230388132
PC,229639351
PC,229605891
PC,153065527
PC,153065527
PC,229508727
FA,224601047
PC,219866209
PC,219499488
PC,219489550
PC,219485050
PC,193556520
PC,162577466
FP,159334269
PC,143009290
APC,349518800
PC,115270627
PC,115182469
PC,85459171
PC,648958344
PC,628103717
PC,627323667
PC,57193198
PC,57159675
PC,444724127
PC,444558604
FP,176778112
PC,428892437
PC,421973253
PC,400899926
FP,399444057
PC,346673534
PC,336840314
PC,328814605
PC,310002617
PC,302381397
PC,298752252
FP,167754523
PC,289373041
PC,289316336
PC,288242606
PC,284454822
PC,280035202
PC,274974693
PC,272782321
PC,264295655
PC,264223828
PC,264173803
FP,206466531
PC,243297296
PC,243280335
FP,237235093
PC,235902467
PC,235664497
PC,233576159
APC,233535738
PC,232632239
PC,232603560
PC,230084146
PC,100990000
PC,100990000
PC,230075120
PC,230006888
FA,229976631
PC,229786610
PC,229408913
PC,199610140
PC,198616607
PC,198189972
PC,193773468
PC,160618074
FP,7624182
PC,159438097
PC,157218656
APC,156215204
PC,153896150
PC,150761163
PC,147761049
FP,141616639
PC,141488193
PC,137420801
PC,123357034
KP,170634116
FP,71396541
PC,47937361
PC,335655755
PC,468396217
FP,420803693
PC,288471040
PC,420680343
PC,417646390
CP,257060897
FP,408729765
FP,325680697
PC,400103802
PC,400093775
PC,39573090
FP,371711170
PC,313194972
PC,279947414
APC,23124038
PC,138329479
PC,137157546
PC,103096524
KP,152476657
PC,102719996
PC,406926040
PC,1813844121
PC,470171739
PC,470156846
PC,467331291
PC,462553953
PC,461538935
PC,441797394
PC,441600335
FP,49899799
PC,441580526
PC,441572821
PC,420114036
PC,420112217
PC,420108587
PC,398371628
PC,389777651
PC,377165123
PC,372758077
PC,372747949
FP,339733013
PC,366972162
PC,362223355
PC,359388309
PC,358613376
PC,356822426
PC,952046774
APC,58533991
APC,130981260
FP,289988797
PC,297148017
KP,178284730
PC,126737992
FP,426017070
PC,31637479
PC,421951960
PC,394357918
PC,152563846
PC,300579472
PC,176780257
FP,424747720
PC,7422496
FP,279251651
PC,65416038
PC,167905035
PC,41995709
PC,382419744
PC,299176311
PC,67598139
PC,67566164
PC,332579116
PC,459913687
PC,220144363
FP,408159788
PC,53593542
PC,95057860
PC,237603062
PC,72494421
PC,158697949
PC,280645209
PC,281242007
FP,37242226
PC,280304556
PC,200090347
CP,94986319
CP,94986319
APC,409315469
PC,385654601
APC,126864892
FP,32408928
PC,409594381
PC,7274938
FP,187861378
PC,108939482
PC,142628514
FP,114103136
PC,117979455
PC,346995484
PC,334252687
FP,318054782
PC,157088184
PC,148667071
FP,141405814
PC,127328218
PC,99081059
PC,415143674
FP,319282294
KP,43647325
PC,128127712
PC,127895118
FP,126357909
PC,113295476
PC,81055189
PC,157528286
PC,36227841
PC,30825828
PC,24615998
PC,22121296
FP,117979694
PC,19547831
PC,4102368
PC,445582110
PC,400683848
PC,393340920
PC,52928939
PC,291465998
PC,286153328
PC,190986054
PC,269568703
FP,169532369
PC,269249506
PC,192520375
PC,145038729
PC,145249556
PC,92744152
PC,82302240
FP,77102895
PC,75208638
FP,74484886
PC,268643535
PC,189013224
PC,74967390
PC,74197917
PC,53365065
PC,48276576
PC,45996325
PC,118308828
PC,442050698
PC,80783538
PC,341272282
PC,178657161
APC,70914192
PC,151920165
PC,146842334
PC,146664561
PC,133331642
PC,290388627
PC,363635669
PC,469811655
PC,466682238
PC,466222485
PC,407146536
APC,117979850
PC,387193925
PC,384386061
PC,374348168
PC,343952976
PC,280726137
PC,310105752
PC,294097592
PC,290407621
PC,278821913
PC,278540265
PC,259592689
PC,278196907
PC,257520272
PC,255918903
PC,101696403
PC,30499203
PC,325527653
APC,72668830
PC,28116365
PC,146282666
PC,67535663
FP,459942762
FP,266843799
PC,307079330
PC,182078202
PC,200296137
KP,366443426
PC,372068780
PC,372068780
PC,44898913
PC,141186075
PC,141186075
PC,144193715
PC,56662591
CP,31374837
CP,31374837
PC,303317324
PC,122617317
PC,122617317
PC,251086776
PC,294324819
FA,459952217
PC,139148528
KP,7020254
PC,422914082
PC,311130133
PC,157115010
FP,38686737
PC,404518509
PC,404518509
PC,325081244
PC,13883872
FA,143022742
FA,143022742
PC,408416746
PC,202185707
PC,303586471
PC,140687214
PC,77175217
PC,256722647
FP,188989177
PC,47617038
PC,148833828
PC,178959058
PC,144645881
PC,128531633
FP,443658196
PC,166184428
PC,399642071
PC,253434221
PC,7439481
KP,78055054
PC,454038613
FA,62301521
PC,354944123
PC,354944123
PC,278988097
PC,38939275
PC,469791892
FP,389371332
